date,channel,provider,total_sent,total_delivered,total_failed,delivery_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,cost_inr,circuit_opens,avg_retry_count
2026-01-19,sms,msg91,14635,14086,549,0.9625,2453,10635,42152,29.27,0,0.03
2026-01-19,sms,twilio,13285,12991,294,0.9779,2238,9161,28703,26.57,0,0.105
2026-01-19,email,nodemailer,11212,10298,914,0.9185,1459,11568,16547,3.36,0,0.036
2026-01-19,push,fcm,20559,15793,4766,0.7682,2392,7970,34449,0,0,0.143
2026-01-19,whatsapp,whatsapp_cloud,10065,9626,439,0.9564,2640,7017,29362,50.33,0,0.048
2026-01-19,in_app,internal,7126,7084,42,0.9941,2793,6428,39563,0,0,0.028
2026-01-20,sms,msg91,13552,12957,595,0.9561,1629,6728,22468,27.1,0,0.047
2026-01-20,sms,twilio,15412,14903,509,0.967,2352,6979,36903,30.82,0,0.144
2026-01-20,email,nodemailer,10416,9727,689,0.9339,2652,8429,32171,3.12,0,0.021
2026-01-20,push,fcm,21331,15983,5348,0.7493,1805,9367,27101,0,0,0.082
2026-01-20,whatsapp,whatsapp_cloud,9374,8920,454,0.9516,1602,9491,26651,46.87,0,0.086
2026-01-20,in_app,internal,8416,8610,-194,1.0231,1095,6750,42210,0,0,0.026
2026-01-21,sms,msg91,14388,13518,870,0.9395,2404,4707,21072,28.78,0,0.098
2026-01-21,sms,twilio,13505,13327,178,0.9868,2778,6985,34765,27.01,0,0.137
2026-01-21,email,nodemailer,12439,11303,1136,0.9087,2225,9531,24790,3.73,0,0.13
2026-01-21,push,fcm,21761,16847,4914,0.7742,2640,4371,38672,0,0,0.029
2026-01-21,whatsapp,whatsapp_cloud,8648,8088,560,0.9352,1280,10080,38809,43.24,0,0.088
2026-01-21,in_app,internal,8615,8821,-206,1.0239,2198,6639,23327,0,0,0.056
2026-01-22,sms,msg91,13559,13089,470,0.9653,1821,7499,37378,27.12,0,0.063
2026-01-22,sms,twilio,14500,13985,515,0.9645,2365,4338,42647,29.0,0,0.123
2026-01-22,email,nodemailer,12815,11899,916,0.9285,1855,7856,26639,3.84,0,0.084
2026-01-22,push,fcm,22083,16739,5344,0.758,2378,5287,33104,0,0,0.113
2026-01-22,whatsapp,whatsapp_cloud,10198,9655,543,0.9468,863,11076,31225,50.99,0,0.118
2026-01-22,in_app,internal,7977,7870,107,0.9866,2567,10361,22464,0,0,0.041
2026-01-23,sms,msg91,14950,14541,409,0.9726,2725,6881,40434,29.9,0,0.109
2026-01-23,sms,twilio,16834,16595,239,0.9858,1169,4728,32262,33.67,0,0.096
2026-01-23,email,nodemailer,13408,12180,1228,0.9084,2013,10422,38019,4.02,0,0.052
2026-01-23,push,fcm,24902,18875,6027,0.758,2267,10770,26073,0,0,0.124
2026-01-23,whatsapp,whatsapp_cloud,10297,9365,932,0.9095,2618,8699,16699,51.48,0,0.053
2026-01-23,in_app,internal,7165,7298,-133,1.0186,1818,8386,17487,0,0,0.124
2026-01-24,sms,msg91,5995,5824,171,0.9715,2743,9593,20537,11.99,0,0.051
2026-01-24,sms,twilio,5285,5078,207,0.9608,1943,6181,38654,10.57,0,0.139
2026-01-24,email,nodemailer,4149,3823,326,0.9214,2182,11784,21243,1.24,0,0.076
2026-01-24,push,fcm,8303,6288,2015,0.7573,1879,10540,19844,0,0,0.065
2026-01-24,whatsapp,whatsapp_cloud,3199,2913,286,0.9106,2097,7628,16898,16.0,0,0.03
2026-01-24,in_app,internal,2779,2708,71,0.9745,1972,11455,21588,0,0,0.085
2026-01-25,sms,msg91,5359,5054,305,0.9431,2590,7277,21529,10.72,0,0.033
2026-01-25,sms,twilio,6131,5797,334,0.9455,2652,8907,21581,12.26,0,0.06
2026-01-25,email,nodemailer,4789,4438,351,0.9267,1639,9622,44871,1.44,0,0.077
2026-01-25,push,fcm,7822,5915,1907,0.7562,1363,6460,27389,0,0,0.03
2026-01-25,whatsapp,whatsapp_cloud,3524,3207,317,0.91,1921,7131,43142,17.62,0,0.11
2026-01-25,in_app,internal,2957,2993,-36,1.0122,1395,9782,34582,0,0,0.084
2026-01-26,sms,msg91,15528,14548,980,0.9369,2419,10281,28214,31.06,3,0.133
2026-01-26,sms,twilio,15671,14749,922,0.9412,2464,6671,28347,31.34,0,0.026
2026-01-26,email,nodemailer,11757,10971,786,0.9331,1969,11482,34728,3.53,0,0.091
2026-01-26,push,fcm,23267,17878,5389,0.7684,2146,4720,17486,0,0,0.037
2026-01-26,whatsapp,whatsapp_cloud,8267,7490,777,0.906,1205,9460,20827,41.34,0,0.136
2026-01-26,in_app,internal,8328,8248,80,0.9904,1366,4754,27822,0,0,0.09
2026-01-27,sms,msg91,16633,15887,746,0.9551,2870,7103,21615,33.27,0,0.109
2026-01-27,sms,twilio,14561,13943,618,0.9576,1939,5183,20982,29.12,0,0.119
2026-01-27,email,nodemailer,10212,9065,1147,0.8877,1061,4977,23481,3.06,0,0.082
2026-01-27,push,fcm,22821,17669,5152,0.7742,2298,4594,33024,0,0,0.082
2026-01-27,whatsapp,whatsapp_cloud,9827,9141,686,0.9302,1691,5061,22272,49.13,0,0.1
2026-01-27,in_app,internal,8158,8391,-233,1.0286,2543,7567,27358,0,0,0.098
2026-01-28,sms,msg91,15972,15057,915,0.9427,1653,5689,32647,31.94,0,0.035
2026-01-28,sms,twilio,13530,13218,312,0.9769,1911,10094,16122,27.06,0,0.072
2026-01-28,email,nodemailer,12546,11496,1050,0.9163,2926,6933,37516,3.76,0,0.048
2026-01-28,push,fcm,19129,14159,4970,0.7402,1095,7039,22706,0,0,0.127
2026-01-28,whatsapp,whatsapp_cloud,9354,8777,577,0.9383,2552,6265,33838,46.77,0,0.119
2026-01-28,in_app,internal,7895,8077,-182,1.0231,1380,7762,21818,0,0,0.035
2026-01-29,sms,msg91,16294,15257,1037,0.9364,1177,4683,34390,32.59,0,0.034
2026-01-29,sms,twilio,15410,14802,608,0.9605,2163,9983,43602,30.82,0,0.108
2026-01-29,email,nodemailer,12329,11248,1081,0.9123,1097,11973,22047,3.7,0,0.104
2026-01-29,push,fcm,24446,19127,5319,0.7824,2524,7787,18563,0,0,0.111
2026-01-29,whatsapp,whatsapp_cloud,9784,8911,873,0.9108,997,4120,17203,48.92,0,0.106
2026-01-29,in_app,internal,7300,7196,104,0.9858,1364,11229,35356,0,0,0.134
2026-01-30,sms,msg91,14598,14227,371,0.9746,1836,10558,19286,29.2,0,0.063
2026-01-30,sms,twilio,16844,15735,1109,0.9342,2859,7020,28911,33.69,0,0.14
2026-01-30,email,nodemailer,12103,11038,1065,0.912,2963,11023,16974,3.63,0,0.023
2026-01-30,push,fcm,20291,15646,4645,0.7711,2151,6157,39578,0,0,0.063
2026-01-30,whatsapp,whatsapp_cloud,10243,9594,649,0.9366,2317,8993,40879,51.22,0,0.089
2026-01-30,in_app,internal,7192,7168,24,0.9967,2098,7176,22031,0,0,0.101
2026-01-31,sms,msg91,6126,5708,418,0.9318,2104,8231,19001,12.25,0,0.058
2026-01-31,sms,twilio,6584,6407,177,0.9731,1201,5222,36576,13.17,0,0.145
2026-01-31,email,nodemailer,5248,4656,592,0.8872,2040,6168,17535,1.57,0,0.145
2026-01-31,push,fcm,9435,7154,2281,0.7582,803,5160,23476,0,0,0.066
2026-01-31,whatsapp,whatsapp_cloud,3839,3525,314,0.9182,1391,9578,40067,19.2,0,0.103
2026-01-31,in_app,internal,3552,3498,54,0.9848,1482,5263,29980,0,0,0.146
2026-02-01,sms,msg91,5723,5403,320,0.9441,2606,5764,24150,11.45,0,0.05
2026-02-01,sms,twilio,5211,5102,109,0.9791,1387,7895,30235,10.42,0,0.021
2026-02-01,email,nodemailer,5125,4608,517,0.8991,805,5693,42436,1.54,0,0.058
2026-02-01,push,fcm,9063,7069,1994,0.78,1982,11515,31747,0,0,0.149
2026-02-01,whatsapp,whatsapp_cloud,3918,3611,307,0.9216,1900,7764,23020,19.59,0,0.13
2026-02-01,in_app,internal,3442,3486,-44,1.0128,850,9484,40905,0,0,0.033
2026-02-02,sms,msg91,14888,14394,494,0.9668,2327,8527,16180,29.78,0,0.038
2026-02-02,sms,twilio,13670,13129,541,0.9604,2492,4251,39943,27.34,0,0.099
2026-02-02,email,nodemailer,12570,11634,936,0.9255,1678,7985,41911,3.77,0,0.12
2026-02-02,push,fcm,23351,18040,5311,0.7726,2577,8453,16354,0,0,0.12
2026-02-02,whatsapp,whatsapp_cloud,9548,8888,660,0.9309,2635,4991,30763,47.74,0,0.108
2026-02-02,in_app,internal,8836,8580,256,0.971,2269,6699,37338,0,0,0.132
2026-02-03,sms,msg91,13339,12726,613,0.954,2284,8133,30597,26.68,0,0.138
2026-02-03,sms,twilio,15172,14129,1043,0.9313,1546,7034,26865,30.34,0,0.121
2026-02-03,email,nodemailer,11036,10121,915,0.9171,2386,9422,36778,3.31,0,0.045
2026-02-03,push,fcm,23631,17761,5870,0.7516,2726,7154,34850,0,0,0.046
2026-02-03,whatsapp,whatsapp_cloud,8416,8050,366,0.9565,1007,6596,44581,42.08,0,0.098
2026-02-03,in_app,internal,7729,7715,14,0.9982,1684,7352,18435,0,0,0.084
2026-02-04,sms,msg91,13378,12997,381,0.9715,2883,11581,32069,26.76,0,0.049
2026-02-04,sms,twilio,16282,15284,998,0.9387,2475,6173,34442,32.56,0,0.149
2026-02-04,email,nodemailer,13656,12298,1358,0.9006,2315,11099,33442,4.1,0,0.084
2026-02-04,push,fcm,21652,16858,4794,0.7786,988,5408,39929,0,0,0.066
2026-02-04,whatsapp,whatsapp_cloud,8127,7724,403,0.9504,2104,8081,43217,40.63,0,0.097
2026-02-04,in_app,internal,8049,7963,86,0.9893,1559,6926,33062,0,0,0.046
2026-02-05,sms,msg91,16404,15632,772,0.9529,1722,4272,17978,32.81,0,0.058
2026-02-05,sms,twilio,16460,15615,845,0.9487,2979,9079,19990,32.92,0,0.026
2026-02-05,email,nodemailer,13059,11742,1317,0.8992,2428,7852,31958,3.92,0,0.049
2026-02-05,push,fcm,21529,16506,5023,0.7667,2098,5375,30504,0,0,0.09
2026-02-05,whatsapp,whatsapp_cloud,9093,8315,778,0.9144,2128,6389,30347,45.47,0,0.136
2026-02-05,in_app,internal,7557,7588,-31,1.0041,1722,9196,23498,0,0,0.149
2026-02-06,sms,msg91,13235,12738,497,0.9624,2486,10679,26588,26.47,0,0.129
2026-02-06,sms,twilio,14222,13411,811,0.943,2992,6009,35810,28.44,0,0.137
2026-02-06,email,nodemailer,11067,10139,928,0.9161,1776,5014,41801,3.32,0,0.061
2026-02-06,push,fcm,21611,16466,5145,0.7619,1401,5627,35071,0,0,0.031
2026-02-06,whatsapp,whatsapp_cloud,7873,7413,460,0.9416,2940,9852,31962,39.37,1,0.124
2026-02-06,in_app,internal,7425,7371,54,0.9927,1290,9450,30687,0,0,0.145
2026-02-07,sms,msg91,6645,6520,125,0.9812,929,4528,35844,13.29,0,0.114
2026-02-07,sms,twilio,6726,6332,394,0.9414,949,7502,40079,13.45,0,0.062
2026-02-07,email,nodemailer,4709,4227,482,0.8976,2828,9546,34941,1.41,0,0.097
2026-02-07,push,fcm,7543,5694,1849,0.7549,1616,9831,27368,0,0,0.053
2026-02-07,whatsapp,whatsapp_cloud,3112,2852,260,0.9165,2552,5724,25566,15.56,0,0.098
2026-02-07,in_app,internal,3003,3072,-69,1.023,1844,9294,25978,0,0,0.115
2026-02-08,sms,msg91,5215,5008,207,0.9603,2745,7508,41854,10.43,0,0.081
2026-02-08,sms,twilio,6393,6170,223,0.9651,1105,8880,17337,12.79,0,0.051
2026-02-08,email,nodemailer,4199,3883,316,0.9247,2596,11471,42634,1.26,0,0.139
2026-02-08,push,fcm,7888,5876,2012,0.7449,1562,5306,44368,0,0,0.123
2026-02-08,whatsapp,whatsapp_cloud,3580,3259,321,0.9103,1925,8233,35295,17.9,0,0.077
2026-02-08,in_app,internal,2929,2911,18,0.9939,2278,9286,24363,0,0,0.043
2026-02-09,sms,msg91,14575,13737,838,0.9425,1704,4388,25039,29.15,0,0.053
2026-02-09,sms,twilio,17206,16264,942,0.9453,1950,4284,16313,34.41,0,0.049
2026-02-09,email,nodemailer,12502,11171,1331,0.8935,1309,9853,41941,3.75,0,0.117
2026-02-09,push,fcm,25131,19371,5760,0.7708,2633,4105,32752,0,1,0.104
2026-02-09,whatsapp,whatsapp_cloud,8401,7893,508,0.9395,2168,4027,24891,42.01,0,0.107
2026-02-09,in_app,internal,8587,8365,222,0.9741,849,8958,21402,0,0,0.124
2026-02-10,sms,msg91,13045,12490,555,0.9575,1396,11404,27336,26.09,0,0.078
2026-02-10,sms,twilio,14290,13394,896,0.9373,1687,7959,21489,28.58,0,0.043
2026-02-10,email,nodemailer,11850,10931,919,0.9224,1014,10667,39866,3.55,0,0.035
2026-02-10,push,fcm,19115,14259,4856,0.746,2196,5119,21922,0,0,0.068
2026-02-10,whatsapp,whatsapp_cloud,9186,8766,420,0.9543,2306,8463,30453,45.93,0,0.033
2026-02-10,in_app,internal,7622,7433,189,0.9752,2134,11403,16574,0,0,0.132
2026-02-11,sms,msg91,15467,14488,979,0.9367,1069,7282,31997,30.93,0,0.052
2026-02-11,sms,twilio,15493,14841,652,0.9579,1611,9552,21542,30.99,0,0.027
2026-02-11,email,nodemailer,11350,10477,873,0.9231,1262,10533,35798,3.4,0,0.148
2026-02-11,push,fcm,22010,16824,5186,0.7644,1490,7530,43901,0,0,0.106
2026-02-11,whatsapp,whatsapp_cloud,7917,7182,735,0.9072,2064,4606,25055,39.59,0,0.035
2026-02-11,in_app,internal,8302,8197,105,0.9874,1655,4691,42647,0,0,0.074
2026-02-12,sms,msg91,14868,14419,449,0.9698,1811,9374,35733,29.74,0,0.143
2026-02-12,sms,twilio,16559,15501,1058,0.9361,2230,4996,32037,33.12,0,0.04
2026-02-12,email,nodemailer,11315,10510,805,0.9289,1407,9145,21790,3.39,0,0.104
2026-02-12,push,fcm,20310,15142,5168,0.7455,1776,4422,23414,0,0,0.104
2026-02-12,whatsapp,whatsapp_cloud,7905,7457,448,0.9433,2998,8979,31758,39.52,0,0.112
2026-02-12,in_app,internal,9015,9177,-162,1.018,801,7460,25565,0,0,0.022
2026-02-13,sms,msg91,15117,14298,819,0.9458,2325,9161,26322,30.23,0,0.101
2026-02-13,sms,twilio,15686,15179,507,0.9677,863,8223,19468,31.37,0,0.033
2026-02-13,email,nodemailer,11428,10288,1140,0.9002,2161,8752,43301,3.43,0,0.069
2026-02-13,push,fcm,20805,15726,5079,0.7559,1884,8341,25400,0,0,0.041
2026-02-13,whatsapp,whatsapp_cloud,8008,7439,569,0.9289,2118,7963,39145,40.04,0,0.071
2026-02-13,in_app,internal,8807,8681,126,0.9857,1759,11658,23487,0,0,0.134
2026-02-14,sms,msg91,5150,5060,90,0.9825,2767,5875,32629,10.3,0,0.122
2026-02-14,sms,twilio,6583,6215,368,0.9441,2598,6951,35090,13.17,0,0.078
2026-02-14,email,nodemailer,4876,4366,510,0.8954,2263,6948,44420,1.46,0,0.119
2026-02-14,push,fcm,9980,7503,2477,0.7518,1233,10403,24135,0,0,0.086
2026-02-14,whatsapp,whatsapp_cloud,3533,3357,176,0.9502,1418,8951,44337,17.66,0,0.128
2026-02-14,in_app,internal,3603,3630,-27,1.0075,1200,10001,44645,0,0,0.142
2026-02-15,sms,msg91,5328,4977,351,0.9341,2310,9504,43583,10.66,0,0.07
2026-02-15,sms,twilio,6374,5946,428,0.9329,2490,5291,31787,12.75,0,0.021
2026-02-15,email,nodemailer,5339,4898,441,0.9174,2703,6963,23120,1.6,0,0.064
2026-02-15,push,fcm,9412,7167,2245,0.7615,2561,7628,32413,0,0,0.097
2026-02-15,whatsapp,whatsapp_cloud,4131,3858,273,0.9339,1224,8691,35014,20.66,3,0.127
2026-02-15,in_app,internal,2856,2874,-18,1.0063,927,9563,23651,0,0,0.12
2026-02-16,sms,msg91,13527,13301,226,0.9833,825,7411,17789,27.05,0,0.051
2026-02-16,sms,twilio,14775,13931,844,0.9429,2926,7522,20969,29.55,0,0.091
2026-02-16,email,nodemailer,11096,10090,1006,0.9093,2821,10764,39773,3.33,2,0.098
2026-02-16,push,fcm,19840,14727,5113,0.7423,2203,4379,40870,0,0,0.097
2026-02-16,whatsapp,whatsapp_cloud,10042,9351,691,0.9312,1341,7154,28830,50.21,0,0.107
2026-02-16,in_app,internal,7204,6983,221,0.9693,1896,5225,28074,0,0,0.038
2026-02-17,sms,msg91,13348,12829,519,0.9611,1737,6279,35594,26.7,1,0.052
2026-02-17,sms,twilio,16487,16225,262,0.9841,1108,6212,42614,32.97,0,0.057
2026-02-17,email,nodemailer,11759,10732,1027,0.9127,2764,11077,25376,3.53,3,0.091
2026-02-17,push,fcm,21204,16098,5106,0.7592,2473,10850,16085,0,0,0.127
2026-02-17,whatsapp,whatsapp_cloud,8407,7701,706,0.916,1593,6671,25302,42.04,0,0.038
2026-02-17,in_app,internal,6951,6998,-47,1.0068,2761,7998,20348,0,0,0.143
2026-02-18,sms,msg91,13427,12751,676,0.9497,2855,5367,15759,26.85,0,0.139
2026-02-18,sms,twilio,13083,12208,875,0.9331,2096,6049,40910,26.17,0,0.098
2026-02-18,email,nodemailer,13462,12409,1053,0.9218,1881,8786,33483,4.04,0,0.128
2026-02-18,push,fcm,23415,18109,5306,0.7734,1166,7313,40197,0,0,0.113
2026-02-18,whatsapp,whatsapp_cloud,8846,8464,382,0.9568,2883,9403,39988,44.23,0,0.088
2026-02-18,in_app,internal,9054,8930,124,0.9863,2633,10700,42923,0,0,0.054
2026-02-19,sms,msg91,14559,14379,180,0.9876,1641,9864,23164,29.12,0,0.116
2026-02-19,sms,twilio,13865,13234,631,0.9545,1174,8824,16904,27.73,0,0.045
2026-02-19,email,nodemailer,10477,9716,761,0.9274,2020,10785,21663,3.14,0,0.128
2026-02-19,push,fcm,21731,16325,5406,0.7512,1328,8596,24925,0,0,0.101
2026-02-19,whatsapp,whatsapp_cloud,8582,8143,439,0.9488,2385,5530,21428,42.91,0,0.053
2026-02-19,in_app,internal,8369,8150,219,0.9738,883,5666,15107,0,0,0.031
2026-02-20,sms,msg91,12930,12332,598,0.9538,959,5411,41940,25.86,0,0.063
2026-02-20,sms,twilio,13176,12703,473,0.9641,1809,9778,27987,26.35,0,0.081
2026-02-20,email,nodemailer,10366,9458,908,0.9124,1808,5013,37480,3.11,0,0.032
2026-02-20,push,fcm,23631,17978,5653,0.7608,1839,5010,38476,0,0,0.035
2026-02-20,whatsapp,whatsapp_cloud,9062,8574,488,0.9461,2603,6111,24449,45.31,0,0.138
2026-02-20,in_app,internal,9164,9407,-243,1.0265,1419,10239,38408,0,0,0.036
2026-02-21,sms,msg91,5781,5585,196,0.9661,2681,9471,17236,11.56,0,0.107
2026-02-21,sms,twilio,6521,6416,105,0.9839,980,5418,29025,13.04,0,0.087
2026-02-21,email,nodemailer,4230,3817,413,0.9024,936,10131,23469,1.27,0,0.092
2026-02-21,push,fcm,8835,6696,2139,0.7579,1735,4862,42337,0,0,0.145
2026-02-21,whatsapp,whatsapp_cloud,3114,2903,211,0.9322,1609,6725,21776,15.57,0,0.065
2026-02-21,in_app,internal,3244,3303,-59,1.0182,2248,7032,27388,0,0,0.034
2026-02-22,sms,msg91,5155,5073,82,0.9841,1073,5287,23798,10.31,0,0.1
2026-02-22,sms,twilio,5886,5559,327,0.9444,1871,9712,34726,11.77,0,0.094
2026-02-22,email,nodemailer,5075,4697,378,0.9255,1089,5182,30578,1.52,0,0.133
2026-02-22,push,fcm,8377,6529,1848,0.7794,1413,4266,32229,0,0,0.115
2026-02-22,whatsapp,whatsapp_cloud,3910,3639,271,0.9307,1188,7881,25771,19.55,0,0.054
2026-02-22,in_app,internal,3482,3391,91,0.9739,889,6138,41423,0,0,0.147
2026-02-23,sms,msg91,16874,15854,1020,0.9396,2877,6362,18543,33.75,0,0.117
2026-02-23,sms,twilio,15679,15347,332,0.9788,1421,6674,36112,31.36,0,0.11
2026-02-23,email,nodemailer,12267,10947,1320,0.8924,2039,7861,43671,3.68,0,0.067
2026-02-23,push,fcm,20604,15222,5382,0.7388,1609,8556,33352,0,0,0.118
2026-02-23,whatsapp,whatsapp_cloud,8319,7921,398,0.9522,1586,4003,32337,41.59,0,0.047
2026-02-23,in_app,internal,7532,7740,-208,1.0276,1449,10465,33766,0,0,0.058
2026-02-24,sms,msg91,17159,16734,425,0.9752,2201,9861,19889,34.32,0,0.136
2026-02-24,sms,twilio,17246,16794,452,0.9738,1532,10904,22584,34.49,0,0.105
2026-02-24,email,nodemailer,12943,11943,1000,0.9227,1607,10788,39177,3.88,0,0.077
2026-02-24,push,fcm,21576,15971,5605,0.7402,2456,7357,26936,0,0,0.127
2026-02-24,whatsapp,whatsapp_cloud,8255,7682,573,0.9306,1909,7180,25602,41.27,0,0.106
2026-02-24,in_app,internal,8679,8508,171,0.9803,1080,6476,24311,0,0,0.095
2026-02-25,sms,msg91,15463,15217,246,0.9841,1803,6313,23636,30.93,0,0.055
2026-02-25,sms,twilio,16014,15050,964,0.9398,1113,5091,20297,32.03,0,0.095
2026-02-25,email,nodemailer,12468,11217,1251,0.8997,1504,9689,37793,3.74,0,0.032
2026-02-25,push,fcm,19098,14725,4373,0.771,2243,8739,34689,0,0,0.055
2026-02-25,whatsapp,whatsapp_cloud,10177,9221,956,0.9061,1538,11666,41012,50.88,0,0.077
2026-02-25,in_app,internal,7326,7344,-18,1.0025,1814,9361,23406,0,0,0.135
2026-02-26,sms,msg91,16897,15761,1136,0.9328,1695,4935,32590,33.79,0,0.112
2026-02-26,sms,twilio,12923,12060,863,0.9332,1587,9470,31129,25.85,0,0.106
2026-02-26,email,nodemailer,11531,10279,1252,0.8914,2968,11939,29352,3.46,0,0.11
2026-02-26,push,fcm,21038,15524,5514,0.7379,1805,10752,42815,0,0,0.12
2026-02-26,whatsapp,whatsapp_cloud,8843,8297,546,0.9383,1221,10506,23565,44.22,0,0.08
2026-02-26,in_app,internal,8176,8199,-23,1.0028,2320,5737,33145,0,0,0.074
2026-02-27,sms,msg91,15344,14709,635,0.9586,1874,10861,33345,30.69,0,0.063
2026-02-27,sms,twilio,13666,13268,398,0.9709,840,10551,23017,27.33,0,0.089
2026-02-27,email,nodemailer,11872,10609,1263,0.8936,1839,5322,27321,3.56,0,0.141
2026-02-27,push,fcm,20559,15400,5159,0.7491,1460,4125,43888,0,0,0.128
2026-02-27,whatsapp,whatsapp_cloud,10140,9663,477,0.953,2143,11873,27963,50.7,0,0.124
2026-02-27,in_app,internal,7806,7609,197,0.9748,1814,6740,43212,0,0,0.085
2026-02-28,sms,msg91,5332,5003,329,0.9383,2770,7457,22334,10.66,0,0.068
2026-02-28,sms,twilio,6461,6378,83,0.9872,2915,8298,21125,12.92,0,0.081
2026-02-28,email,nodemailer,5128,4735,393,0.9234,2128,7035,15266,1.54,0,0.06
2026-02-28,push,fcm,10074,7815,2259,0.7758,1127,10013,27145,0,0,0.033
2026-02-28,whatsapp,whatsapp_cloud,3650,3483,167,0.9542,2006,5160,19172,18.25,0,0.043
2026-02-28,in_app,internal,2787,2807,-20,1.0072,1800,8705,15802,0,0,0.119
