notification_id,channel,provider,failure_code,failure_reason,retry_count,final_status,timestamp
notif-527,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,3,FAILED,2026-05-28T10:11:55.600Z
notif-528,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,5,FAILED,2026-05-18T10:25:55.600Z
notif-529,email,nodemailer,DND_BLOCKED,dnd_blocked,5,DLQ,2026-05-28T08:21:55.600Z
notif-530,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,2,FAILED,2026-05-26T12:02:55.601Z
notif-531,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,4,FAILED,2026-04-29T11:07:55.601Z
notif-532,in_app,in_app,EXPIRED_TOKEN,expired_token,1,FAILED,2026-04-10T13:27:55.601Z
notif-533,push,fcm,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-03-20T12:36:55.601Z
notif-534,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,4,FAILED,2026-03-25T13:53:55.601Z
notif-535,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,4,DLQ,2026-04-20T11:52:55.601Z
notif-536,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,1,FAILED,2026-03-23T19:09:55.601Z
notif-537,sms,twilio,RATE_LIMITED,rate_limited,2,FAILED,2026-03-24T09:31:55.601Z
notif-538,sms,msg91,NETWORK_ERROR,network_error,4,DLQ,2026-05-14T08:19:55.601Z
notif-539,sms,twilio,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-06-15T19:09:55.601Z
notif-540,email,nodemailer,RATE_LIMITED,rate_limited,3,DLQ,2026-05-22T11:23:55.601Z
notif-541,email,nodemailer,NETWORK_ERROR,network_error,4,FAILED,2026-05-31T12:48:55.601Z
notif-542,sms,twilio,DND_BLOCKED,dnd_blocked,5,DLQ,2026-06-15T11:33:55.601Z
notif-543,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,3,FAILED,2026-06-15T13:31:55.601Z
notif-544,email,nodemailer,DND_BLOCKED,dnd_blocked,2,FAILED,2026-05-01T19:09:55.601Z
notif-545,push,fcm,INVALID_RECIPIENT,invalid_recipient,3,FAILED,2026-05-15T08:51:55.601Z
notif-546,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,5,DLQ,2026-04-17T19:09:55.601Z
notif-547,email,nodemailer,NETWORK_ERROR,network_error,4,FAILED,2026-06-06T08:56:55.601Z
notif-548,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,4,FAILED,2026-04-09T08:38:55.601Z
notif-549,in_app,in_app,EXPIRED_TOKEN,expired_token,5,FAILED,2026-05-01T13:45:55.601Z
notif-550,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,2,DLQ,2026-05-05T19:09:55.601Z
notif-551,email,nodemailer,INVALID_TEMPLATE,invalid_template,4,DLQ,2026-03-22T08:50:55.601Z
notif-552,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,4,DLQ,2026-06-07T12:40:55.601Z
notif-553,sms,twilio,INVALID_RECIPIENT,invalid_recipient,4,DLQ,2026-04-01T10:02:55.601Z
notif-554,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-04-30T11:19:55.601Z
notif-555,in_app,in_app,DND_BLOCKED,dnd_blocked,4,FAILED,2026-06-07T08:41:55.601Z
notif-556,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-03-26T19:09:55.601Z
notif-557,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-05-16T13:48:55.601Z
notif-558,push,fcm,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-04-21T10:17:55.601Z
notif-559,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,4,FAILED,2026-05-08T12:19:55.601Z
notif-560,email,nodemailer,EXPIRED_TOKEN,expired_token,4,FAILED,2026-03-24T12:16:55.601Z
notif-561,sms,twilio,EXPIRED_TOKEN,expired_token,3,FAILED,2026-04-08T11:12:55.601Z
notif-562,push,fcm,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-04-19T08:25:55.601Z
notif-563,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-06-05T11:33:55.601Z
notif-564,push,fcm,DND_BLOCKED,dnd_blocked,4,FAILED,2026-03-27T13:18:55.601Z
notif-565,email,nodemailer,RATE_LIMITED,rate_limited,1,FAILED,2026-04-27T19:09:55.601Z
notif-566,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-06-12T08:14:55.601Z
notif-567,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,4,FAILED,2026-05-22T11:26:55.601Z
notif-568,in_app,in_app,DND_BLOCKED,dnd_blocked,1,FAILED,2026-04-22T12:03:55.601Z
notif-569,push,fcm,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-06-05T09:33:55.601Z
notif-570,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-05-01T13:44:55.601Z
notif-571,email,nodemailer,EXPIRED_TOKEN,expired_token,4,FAILED,2026-03-31T10:29:55.601Z
notif-572,push,fcm,NETWORK_ERROR,network_error,3,DLQ,2026-05-05T19:09:55.601Z
notif-573,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,1,DLQ,2026-05-17T11:34:55.601Z
notif-574,in_app,in_app,RATE_LIMITED,rate_limited,2,FAILED,2026-03-21T10:02:55.601Z
notif-575,email,nodemailer,INVALID_TEMPLATE,invalid_template,2,DLQ,2026-03-29T08:16:55.601Z
notif-576,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,2,DLQ,2026-05-08T09:47:55.601Z
notif-577,push,fcm,EXPIRED_TOKEN,expired_token,5,DLQ,2026-04-30T12:12:55.601Z
notif-578,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-05-12T19:09:55.601Z
notif-579,sms,msg91,INVALID_RECIPIENT,invalid_recipient,1,FAILED,2026-04-28T19:09:55.601Z
notif-580,push,fcm,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-04-11T13:24:55.601Z
notif-581,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,4,DLQ,2026-04-08T13:58:55.601Z
notif-582,sms,msg91,EXPIRED_TOKEN,expired_token,3,FAILED,2026-05-20T19:09:55.601Z
notif-583,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,4,DLQ,2026-06-05T09:20:55.601Z
notif-584,email,nodemailer,EXPIRED_TOKEN,expired_token,5,FAILED,2026-03-19T13:54:55.601Z
notif-585,sms,msg91,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-04-06T12:53:55.601Z
notif-586,push,fcm,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-04-02T08:51:55.601Z
notif-587,push,fcm,EXPIRED_TOKEN,expired_token,5,FAILED,2026-05-10T13:11:55.601Z
notif-588,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,3,FAILED,2026-04-08T11:40:55.601Z
notif-589,push,fcm,PROVIDER_TIMEOUT,provider_timeout,3,FAILED,2026-06-05T11:45:55.601Z
notif-590,sms,msg91,RATE_LIMITED,rate_limited,2,FAILED,2026-05-02T19:09:55.601Z
notif-591,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,3,FAILED,2026-04-08T11:56:55.601Z
notif-592,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-04-19T10:11:55.601Z
notif-593,email,nodemailer,DND_BLOCKED,dnd_blocked,5,FAILED,2026-05-27T11:33:55.601Z
notif-594,push,fcm,EXPIRED_TOKEN,expired_token,4,FAILED,2026-04-25T11:29:55.601Z
notif-595,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,4,FAILED,2026-03-22T13:22:55.601Z
notif-596,sms,twilio,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-04-29T13:46:55.601Z
notif-597,in_app,in_app,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-03-31T19:09:55.601Z
notif-598,push,fcm,RATE_LIMITED,rate_limited,5,DLQ,2026-05-01T19:09:55.601Z
notif-599,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,3,DLQ,2026-04-23T11:07:55.601Z
notif-600,sms,msg91,EXPIRED_TOKEN,expired_token,5,DLQ,2026-04-01T11:16:55.601Z
notif-601,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,4,FAILED,2026-05-25T12:49:55.601Z
notif-602,sms,twilio,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-04-29T10:25:55.601Z
notif-603,in_app,in_app,DND_BLOCKED,dnd_blocked,1,FAILED,2026-03-26T13:22:55.601Z
notif-604,push,fcm,INVALID_TEMPLATE,invalid_template,4,DLQ,2026-04-14T11:13:55.601Z
notif-605,sms,twilio,RATE_LIMITED,rate_limited,1,FAILED,2026-05-19T11:59:55.601Z
notif-606,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,4,FAILED,2026-04-25T08:16:55.601Z
notif-607,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,2,DLQ,2026-04-30T13:17:55.601Z
notif-608,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,1,DLQ,2026-03-24T19:09:55.601Z
notif-609,push,fcm,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-06-01T11:43:55.601Z
notif-610,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,2,FAILED,2026-03-24T19:09:55.601Z
notif-611,sms,msg91,INVALID_RECIPIENT,invalid_recipient,5,DLQ,2026-04-22T13:04:55.601Z
notif-612,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,5,FAILED,2026-03-19T19:09:55.601Z
notif-613,sms,msg91,INVALID_RECIPIENT,invalid_recipient,5,DLQ,2026-03-22T19:09:55.601Z
notif-614,in_app,in_app,RATE_LIMITED,rate_limited,5,FAILED,2026-06-10T08:03:55.601Z
notif-615,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,3,FAILED,2026-03-22T19:09:55.601Z
notif-616,email,nodemailer,EXPIRED_TOKEN,expired_token,4,DLQ,2026-05-29T19:09:55.601Z
notif-617,in_app,in_app,INVALID_TEMPLATE,invalid_template,1,DLQ,2026-04-23T09:13:55.601Z
notif-618,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-03-18T09:41:55.601Z
notif-619,push,fcm,EXPIRED_TOKEN,expired_token,1,DLQ,2026-04-22T11:25:55.601Z
notif-620,email,nodemailer,RATE_LIMITED,rate_limited,2,FAILED,2026-06-09T13:53:55.601Z
notif-621,in_app,in_app,DND_BLOCKED,dnd_blocked,2,DLQ,2026-04-23T19:09:55.601Z
notif-622,push,fcm,DND_BLOCKED,dnd_blocked,3,FAILED,2026-04-09T19:09:55.601Z
notif-623,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,2,FAILED,2026-03-26T09:01:55.601Z
notif-624,push,fcm,EXPIRED_TOKEN,expired_token,4,DLQ,2026-04-19T12:44:55.601Z
notif-625,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,4,FAILED,2026-04-06T12:03:55.601Z
notif-626,email,nodemailer,EXPIRED_TOKEN,expired_token,3,DLQ,2026-05-10T08:32:55.601Z
notif-627,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,2,DLQ,2026-06-15T08:41:55.601Z
notif-628,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-05-04T19:09:55.601Z
notif-629,push,fcm,NETWORK_ERROR,network_error,1,FAILED,2026-03-24T19:09:55.601Z
notif-630,in_app,in_app,EXPIRED_TOKEN,expired_token,2,FAILED,2026-06-01T11:01:55.601Z
notif-631,email,nodemailer,DND_BLOCKED,dnd_blocked,5,DLQ,2026-05-27T13:59:55.601Z
notif-632,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,2,FAILED,2026-04-23T09:49:55.601Z
notif-633,push,fcm,PROVIDER_TIMEOUT,provider_timeout,5,DLQ,2026-05-11T10:08:55.601Z
notif-634,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,4,FAILED,2026-06-15T08:02:55.601Z
notif-635,email,nodemailer,DND_BLOCKED,dnd_blocked,3,FAILED,2026-05-29T09:59:55.601Z
notif-636,push,fcm,EXPIRED_TOKEN,expired_token,3,DLQ,2026-03-24T09:11:55.601Z
notif-637,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,1,FAILED,2026-04-27T19:09:55.601Z
notif-638,in_app,in_app,RATE_LIMITED,rate_limited,3,DLQ,2026-05-06T10:07:55.601Z
notif-639,in_app,in_app,DND_BLOCKED,dnd_blocked,5,DLQ,2026-04-16T09:50:55.601Z
notif-640,sms,msg91,RATE_LIMITED,rate_limited,3,FAILED,2026-03-26T19:09:55.601Z
notif-641,sms,msg91,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-05-27T08:29:55.601Z
notif-642,sms,twilio,EXPIRED_TOKEN,expired_token,4,DLQ,2026-04-21T11:41:55.601Z
notif-643,sms,twilio,EXPIRED_TOKEN,expired_token,1,DLQ,2026-04-19T19:09:55.601Z
notif-644,sms,twilio,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-04-19T19:09:55.601Z
notif-645,push,fcm,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-04-08T11:02:55.601Z
notif-646,in_app,in_app,NETWORK_ERROR,network_error,2,FAILED,2026-04-04T13:33:55.601Z
notif-647,in_app,in_app,DND_BLOCKED,dnd_blocked,3,FAILED,2026-04-26T19:09:55.601Z
notif-648,email,nodemailer,EXPIRED_TOKEN,expired_token,2,FAILED,2026-06-13T08:01:55.601Z
notif-649,sms,twilio,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-05-03T13:56:55.601Z
notif-650,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,1,FAILED,2026-05-09T08:37:55.601Z
notif-651,in_app,in_app,NETWORK_ERROR,network_error,3,FAILED,2026-04-18T08:50:55.601Z
notif-652,email,nodemailer,EXPIRED_TOKEN,expired_token,5,DLQ,2026-05-03T11:28:55.601Z
notif-653,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,4,DLQ,2026-05-04T12:54:55.601Z
notif-654,push,fcm,DND_BLOCKED,dnd_blocked,3,FAILED,2026-03-30T19:09:55.601Z
notif-655,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,2,FAILED,2026-06-08T08:26:55.601Z
notif-656,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,2,FAILED,2026-05-10T19:09:55.601Z
notif-657,sms,twilio,NETWORK_ERROR,network_error,5,DLQ,2026-04-10T10:55:55.601Z
notif-658,sms,msg91,RATE_LIMITED,rate_limited,3,FAILED,2026-06-04T10:35:55.601Z
notif-659,push,fcm,PROVIDER_TIMEOUT,provider_timeout,4,FAILED,2026-06-15T11:02:55.601Z
notif-660,email,nodemailer,DND_BLOCKED,dnd_blocked,4,DLQ,2026-03-19T19:09:55.601Z
notif-661,in_app,in_app,EXPIRED_TOKEN,expired_token,3,DLQ,2026-04-13T11:00:55.601Z
notif-662,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,4,FAILED,2026-06-12T09:36:55.601Z
notif-663,sms,twilio,DND_BLOCKED,dnd_blocked,2,FAILED,2026-05-14T09:16:55.601Z
notif-664,sms,twilio,DND_BLOCKED,dnd_blocked,5,DLQ,2026-05-18T10:51:55.601Z
notif-665,email,nodemailer,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-05-11T13:31:55.601Z
notif-666,sms,twilio,NETWORK_ERROR,network_error,1,FAILED,2026-04-03T09:50:55.601Z
notif-667,push,fcm,RATE_LIMITED,rate_limited,5,DLQ,2026-04-07T19:09:55.601Z
notif-668,push,fcm,RATE_LIMITED,rate_limited,3,FAILED,2026-04-08T12:22:55.601Z
notif-669,email,nodemailer,INVALID_TEMPLATE,invalid_template,1,FAILED,2026-04-21T19:09:55.601Z
notif-670,email,nodemailer,DND_BLOCKED,dnd_blocked,1,FAILED,2026-04-10T19:09:55.601Z
notif-671,in_app,in_app,RATE_LIMITED,rate_limited,2,FAILED,2026-06-15T19:09:55.601Z
notif-672,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,4,DLQ,2026-05-03T19:09:55.601Z
notif-673,push,fcm,NETWORK_ERROR,network_error,2,FAILED,2026-06-02T19:09:55.601Z
notif-674,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,3,FAILED,2026-04-12T13:50:55.601Z
notif-675,email,nodemailer,RATE_LIMITED,rate_limited,2,FAILED,2026-04-28T19:09:55.601Z
notif-676,sms,msg91,RATE_LIMITED,rate_limited,5,DLQ,2026-04-30T10:40:55.601Z
notif-677,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-06-13T11:12:55.601Z
notif-678,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,3,FAILED,2026-06-12T19:09:55.601Z
notif-679,sms,msg91,NETWORK_ERROR,network_error,3,FAILED,2026-04-16T12:28:55.601Z
notif-680,in_app,in_app,RATE_LIMITED,rate_limited,2,FAILED,2026-04-02T11:11:55.601Z
notif-681,sms,twilio,EXPIRED_TOKEN,expired_token,4,FAILED,2026-04-04T19:09:55.601Z
notif-682,sms,twilio,EXPIRED_TOKEN,expired_token,1,FAILED,2026-05-13T11:13:55.601Z
notif-683,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-06-08T10:02:55.601Z
notif-684,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,3,FAILED,2026-04-15T09:08:55.601Z
notif-685,email,nodemailer,NETWORK_ERROR,network_error,5,FAILED,2026-05-09T12:54:55.601Z
notif-686,sms,msg91,NETWORK_ERROR,network_error,2,FAILED,2026-06-13T09:06:55.601Z
notif-687,email,nodemailer,RATE_LIMITED,rate_limited,4,FAILED,2026-05-18T19:09:55.601Z
notif-688,sms,twilio,RATE_LIMITED,rate_limited,4,DLQ,2026-05-27T10:27:55.601Z
notif-689,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-05-25T19:09:55.601Z
notif-690,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,1,FAILED,2026-03-29T19:09:55.601Z
notif-691,email,nodemailer,NETWORK_ERROR,network_error,5,FAILED,2026-06-15T19:09:55.601Z
notif-692,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,1,DLQ,2026-06-08T11:35:55.601Z
notif-693,push,fcm,NETWORK_ERROR,network_error,1,FAILED,2026-03-18T11:32:55.601Z
notif-694,in_app,in_app,INVALID_TEMPLATE,invalid_template,5,DLQ,2026-06-02T10:51:55.601Z
notif-695,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,2,FAILED,2026-06-04T19:09:55.601Z
notif-696,sms,twilio,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-05-28T10:45:55.601Z
notif-697,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,3,DLQ,2026-05-17T10:06:55.601Z
notif-698,sms,twilio,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-05-15T12:32:55.601Z
notif-699,push,fcm,EXPIRED_TOKEN,expired_token,4,FAILED,2026-05-02T11:37:55.601Z
notif-700,email,nodemailer,RATE_LIMITED,rate_limited,1,FAILED,2026-06-08T09:58:55.601Z
notif-701,sms,twilio,PROVIDER_TIMEOUT,provider_timeout,5,DLQ,2026-03-28T11:01:55.601Z
notif-702,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-04-07T11:37:55.601Z
notif-703,in_app,in_app,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-03-27T12:31:55.601Z
notif-704,sms,msg91,NETWORK_ERROR,network_error,2,FAILED,2026-03-29T19:09:55.601Z
notif-705,sms,twilio,INVALID_RECIPIENT,invalid_recipient,1,FAILED,2026-03-19T08:19:55.601Z
notif-706,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-05-13T10:20:55.601Z
notif-707,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,2,FAILED,2026-05-08T13:39:55.601Z
notif-708,push,fcm,EXPIRED_TOKEN,expired_token,3,DLQ,2026-04-08T19:09:55.601Z
notif-709,sms,msg91,RATE_LIMITED,rate_limited,2,FAILED,2026-05-13T19:09:55.601Z
notif-710,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,1,DLQ,2026-05-17T08:46:55.601Z
notif-711,in_app,in_app,EXPIRED_TOKEN,expired_token,1,FAILED,2026-06-04T13:47:55.601Z
notif-712,push,fcm,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-03-31T11:51:55.601Z
notif-713,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,1,DLQ,2026-06-04T09:02:55.601Z
notif-714,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,1,FAILED,2026-05-29T11:24:55.601Z
notif-715,email,nodemailer,DND_BLOCKED,dnd_blocked,3,FAILED,2026-05-20T19:09:55.601Z
notif-716,in_app,in_app,DND_BLOCKED,dnd_blocked,1,DLQ,2026-03-31T19:09:55.601Z
notif-717,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-04-17T08:51:55.601Z
notif-718,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,4,DLQ,2026-04-03T19:09:55.601Z
notif-719,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-04-30T08:51:55.601Z
notif-720,email,nodemailer,EXPIRED_TOKEN,expired_token,1,FAILED,2026-04-05T19:09:55.601Z
notif-721,email,nodemailer,DND_BLOCKED,dnd_blocked,3,FAILED,2026-05-08T13:52:55.601Z
notif-722,push,fcm,INVALID_TEMPLATE,invalid_template,3,DLQ,2026-04-08T11:13:55.601Z
notif-723,push,fcm,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-03-19T09:26:55.601Z
notif-724,sms,twilio,NETWORK_ERROR,network_error,4,FAILED,2026-06-04T13:22:55.601Z
notif-725,push,fcm,DND_BLOCKED,dnd_blocked,2,FAILED,2026-04-29T11:25:55.601Z
notif-726,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,2,DLQ,2026-06-12T10:26:55.601Z
notif-727,push,fcm,EXPIRED_TOKEN,expired_token,2,DLQ,2026-05-10T12:49:55.601Z
notif-728,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,3,DLQ,2026-05-06T08:28:55.601Z
notif-729,push,fcm,PROVIDER_TIMEOUT,provider_timeout,3,DLQ,2026-05-08T10:20:55.601Z
notif-730,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,3,FAILED,2026-05-23T10:57:55.601Z
notif-731,in_app,in_app,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-03-23T12:56:55.601Z
notif-732,in_app,in_app,EXPIRED_TOKEN,expired_token,3,FAILED,2026-04-09T08:22:55.601Z
notif-733,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,3,FAILED,2026-03-18T12:55:55.601Z
notif-734,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,1,FAILED,2026-06-13T12:37:55.601Z
notif-735,email,nodemailer,RATE_LIMITED,rate_limited,3,FAILED,2026-04-24T11:15:55.601Z
notif-736,push,fcm,INVALID_RECIPIENT,invalid_recipient,4,DLQ,2026-06-03T10:18:55.601Z
notif-737,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,3,DLQ,2026-05-10T19:09:55.601Z
notif-738,push,fcm,EXPIRED_TOKEN,expired_token,3,DLQ,2026-05-28T11:58:55.601Z
notif-739,in_app,in_app,INVALID_TEMPLATE,invalid_template,1,FAILED,2026-03-28T10:19:55.601Z
notif-740,push,fcm,EXPIRED_TOKEN,expired_token,1,FAILED,2026-06-12T09:23:55.601Z
notif-741,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,4,FAILED,2026-06-06T10:48:55.601Z
notif-742,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-04-14T10:42:55.601Z
notif-743,email,nodemailer,RATE_LIMITED,rate_limited,4,DLQ,2026-05-22T09:49:55.601Z
notif-744,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,5,FAILED,2026-04-13T09:51:55.601Z
notif-745,in_app,in_app,RATE_LIMITED,rate_limited,4,FAILED,2026-05-11T10:33:55.601Z
notif-746,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,2,DLQ,2026-05-02T13:46:55.601Z
notif-747,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,1,DLQ,2026-06-04T11:44:55.601Z
notif-748,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-05-08T13:16:55.601Z
notif-749,push,fcm,EXPIRED_TOKEN,expired_token,5,FAILED,2026-05-26T12:06:55.601Z
notif-750,in_app,in_app,NETWORK_ERROR,network_error,3,FAILED,2026-04-29T10:47:55.601Z
notif-751,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,2,FAILED,2026-05-23T08:52:55.601Z
notif-752,push,fcm,EXPIRED_TOKEN,expired_token,5,FAILED,2026-05-30T19:09:55.601Z
notif-753,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,4,DLQ,2026-04-06T19:09:55.601Z
notif-754,email,nodemailer,NETWORK_ERROR,network_error,3,FAILED,2026-05-26T13:18:55.601Z
notif-755,sms,msg91,NETWORK_ERROR,network_error,3,DLQ,2026-05-04T10:42:55.601Z
notif-756,sms,twilio,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-06-08T08:40:55.601Z
notif-757,push,fcm,INVALID_TEMPLATE,invalid_template,5,DLQ,2026-04-20T11:08:55.601Z
notif-758,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,3,FAILED,2026-03-19T12:44:55.601Z
notif-759,push,fcm,INVALID_RECIPIENT,invalid_recipient,2,FAILED,2026-05-13T08:10:55.601Z
notif-760,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-04-05T13:56:55.601Z
notif-761,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,3,FAILED,2026-04-23T19:09:55.601Z
notif-762,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-05-15T10:51:55.601Z
notif-763,email,nodemailer,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-05-22T19:09:55.601Z
notif-764,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,1,DLQ,2026-04-25T10:48:55.601Z
notif-765,push,fcm,EXPIRED_TOKEN,expired_token,3,FAILED,2026-06-05T12:12:55.601Z
notif-766,push,fcm,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-03-19T13:18:55.601Z
notif-767,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,1,FAILED,2026-05-04T08:28:55.601Z
notif-768,in_app,in_app,EXPIRED_TOKEN,expired_token,4,FAILED,2026-05-12T11:42:55.601Z
notif-769,sms,twilio,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-05-06T12:14:55.601Z
notif-770,sms,twilio,EXPIRED_TOKEN,expired_token,3,FAILED,2026-04-05T08:18:55.601Z
notif-771,push,fcm,NETWORK_ERROR,network_error,2,FAILED,2026-05-17T19:09:55.601Z
notif-772,in_app,in_app,RATE_LIMITED,rate_limited,1,DLQ,2026-04-12T10:54:55.601Z
