complaint_id,user_id,complaint_type,channel,event_type,description,timestamp,resolved
complaint-388,user-9651,wrong_time,sms,RISK-004,User complaint: wrong time,2026-06-12T10:26:36.400Z,true
complaint-389,user-6713,wrong_time,sms,RISK-005,User complaint: wrong time,2026-06-01T11:33:36.400Z,false
complaint-390,user-4760,wrong_time,push,RISK-001,User complaint: wrong time,2026-05-29T10:20:36.400Z,true
complaint-391,user-3678,too_many_notifications,sms,TXNX-001,User complaint: too many notifications,2026-05-30T08:54:36.400Z,true
complaint-392,user-18,wrong_time,whatsapp,MKTX-003,User complaint: wrong time,2026-06-09T13:27:36.400Z,true
complaint-393,user-4123,wrong_time,whatsapp,TXNX-001,User complaint: wrong time,2026-06-15T10:26:36.400Z,true
complaint-394,user-1668,wrong_time,sms,TXNX-003,User complaint: wrong time,2026-06-12T11:30:36.400Z,true
complaint-395,user-8003,wrong_time,push,TXNX-001,User complaint: wrong time,2026-06-10T13:52:36.400Z,true
complaint-396,user-5975,wrong_time,email,TXNX-005,User complaint: wrong time,2026-06-11T12:06:36.400Z,true
complaint-397,user-2075,wrong_channel,in_app,MKTX-003,User complaint: wrong channel,2026-06-15T10:26:36.400Z,true
complaint-398,user-8584,missing_critical_notification,sms,RISK-005,User complaint: missing critical notification,2026-05-24T10:35:36.400Z,true
complaint-399,user-959,irrelevant_content,sms,TXNX-002,User complaint: irrelevant content,2026-06-14T12:15:36.400Z,true
complaint-400,user-9557,too_many_notifications,push,TXNX-005,User complaint: too many notifications,2026-06-15T09:38:36.400Z,true
complaint-401,user-7174,wrong_channel,in_app,SIPX-004,User complaint: wrong channel,2026-06-01T10:19:36.400Z,true
complaint-402,user-2399,too_many_notifications,email,TXNX-001,User complaint: too many notifications,2026-06-10T11:01:36.400Z,false
complaint-403,user-3588,too_many_notifications,sms,TXNX-003,User complaint: too many notifications,2026-06-12T10:26:36.400Z,false
complaint-404,user-4605,too_many_notifications,push,TXNX-002,User complaint: too many notifications,2026-05-25T08:27:36.400Z,false
complaint-405,user-7251,wrong_time,push,RISK-003,User complaint: wrong time,2026-06-13T10:26:36.400Z,false
complaint-406,user-2758,too_many_notifications,whatsapp,REGX-001,User complaint: too many notifications,2026-05-23T09:30:36.400Z,false
complaint-407,user-7526,missing_critical_notification,in_app,TXNX-005,User complaint: missing critical notification,2026-05-23T10:26:36.400Z,true
complaint-408,user-3054,wrong_time,sms,RISK-001,User complaint: wrong time,2026-05-23T13:22:36.400Z,true
complaint-409,user-7313,wrong_channel,email,TXNX-001,User complaint: wrong channel,2026-06-07T09:28:36.400Z,false
complaint-410,user-7590,missing_critical_notification,whatsapp,RISK-002,User complaint: missing critical notification,2026-06-13T10:10:36.400Z,true
complaint-411,user-314,wrong_time,push,RISK-002,User complaint: wrong time,2026-05-22T12:23:36.400Z,true
complaint-412,user-6846,wrong_channel,in_app,TXNX-002,User complaint: wrong channel,2026-05-24T12:50:36.400Z,true
complaint-413,user-5048,missing_critical_notification,in_app,REGX-005,User complaint: missing critical notification,2026-05-20T10:26:36.400Z,false
complaint-414,user-1147,missing_critical_notification,sms,RISK-004,User complaint: missing critical notification,2026-06-11T10:34:36.400Z,false
complaint-415,user-9201,too_many_notifications,whatsapp,REGX-003,User complaint: too many notifications,2026-05-24T09:16:36.400Z,true
complaint-416,user-4792,too_many_notifications,whatsapp,REGX-001,User complaint: too many notifications,2026-06-11T08:33:36.400Z,false
complaint-417,user-9599,wrong_time,push,RISK-002,User complaint: wrong time,2026-06-15T08:17:36.400Z,true
complaint-418,user-5370,too_many_notifications,push,REGX-002,User complaint: too many notifications,2026-06-12T10:23:36.400Z,false
complaint-419,user-5287,wrong_time,whatsapp,SIPX-004,User complaint: wrong time,2026-06-05T12:08:36.400Z,true
complaint-420,user-5882,wrong_time,sms,TXNX-003,User complaint: wrong time,2026-05-21T08:46:36.400Z,false
complaint-421,user-8854,missing_critical_notification,push,TXNX-004,User complaint: missing critical notification,2026-05-26T08:49:36.400Z,false
complaint-422,user-2518,missing_critical_notification,sms,TXNX-005,User complaint: missing critical notification,2026-06-16T10:26:36.400Z,false
complaint-423,user-1097,too_many_notifications,email,TXNX-002,User complaint: too many notifications,2026-05-22T08:24:36.400Z,true
complaint-424,user-5120,too_many_notifications,in_app,RISK-003,User complaint: too many notifications,2026-06-01T10:26:36.400Z,false
complaint-425,user-7919,too_many_notifications,push,TXNX-005,User complaint: too many notifications,2026-06-09T13:16:36.400Z,false
complaint-426,user-8417,wrong_time,sms,SIPX-004,User complaint: wrong time,2026-05-30T13:59:36.400Z,false
complaint-427,user-3499,too_many_notifications,whatsapp,REGX-004,User complaint: too many notifications,2026-05-28T10:26:36.400Z,false
complaint-428,user-6788,wrong_channel,sms,TXNX-002,User complaint: wrong channel,2026-06-13T11:27:36.400Z,true
complaint-429,user-6518,wrong_time,in_app,SIPX-002,User complaint: wrong time,2026-05-30T09:20:36.400Z,true
complaint-430,user-3362,irrelevant_content,email,TXNX-002,User complaint: irrelevant content,2026-05-20T11:48:36.400Z,true
complaint-431,user-6021,wrong_channel,in_app,TXNX-002,User complaint: wrong channel,2026-05-26T11:19:36.400Z,true
complaint-432,user-2737,wrong_time,sms,REGX-005,User complaint: wrong time,2026-06-09T10:52:36.400Z,true
complaint-433,user-482,too_many_notifications,sms,TXNX-005,User complaint: too many notifications,2026-05-29T13:28:36.400Z,false
complaint-434,user-7923,too_many_notifications,email,TXNX-005,User complaint: too many notifications,2026-06-06T13:10:36.400Z,false
complaint-435,user-1995,irrelevant_content,push,REGX-001,User complaint: irrelevant content,2026-06-01T08:40:36.400Z,false
complaint-436,user-1239,irrelevant_content,in_app,RISK-002,User complaint: irrelevant content,2026-05-19T10:26:36.400Z,true
complaint-437,user-1230,irrelevant_content,email,TXNX-004,User complaint: irrelevant content,2026-05-24T12:38:36.400Z,true
complaint-438,user-2025,too_many_notifications,push,MKTX-002,User complaint: too many notifications,2026-05-26T09:57:36.400Z,true
complaint-439,user-2810,wrong_channel,whatsapp,TXNX-004,User complaint: wrong channel,2026-06-07T10:26:36.400Z,true
complaint-440,user-4463,wrong_time,email,MKTX-003,User complaint: wrong time,2026-05-28T08:50:36.400Z,true
complaint-441,user-7017,irrelevant_content,whatsapp,TXNX-001,User complaint: irrelevant content,2026-06-14T10:39:36.400Z,true
complaint-442,user-2030,too_many_notifications,in_app,RISK-004,User complaint: too many notifications,2026-06-15T13:52:36.400Z,false
complaint-443,user-5513,wrong_time,whatsapp,SIPX-004,User complaint: wrong time,2026-05-25T13:24:36.400Z,true
complaint-444,user-8409,too_many_notifications,push,MKTX-002,User complaint: too many notifications,2026-05-21T13:38:36.400Z,false
complaint-445,user-2665,too_many_notifications,push,TXNX-004,User complaint: too many notifications,2026-05-19T11:30:36.400Z,false
complaint-446,user-3625,missing_critical_notification,in_app,RISK-003,User complaint: missing critical notification,2026-06-15T13:48:36.400Z,true
complaint-447,user-5053,too_many_notifications,whatsapp,TXNX-001,User complaint: too many notifications,2026-06-12T08:16:36.400Z,true
complaint-448,user-1073,too_many_notifications,push,TXNX-005,User complaint: too many notifications,2026-05-20T09:28:36.400Z,true
complaint-449,user-8823,irrelevant_content,whatsapp,TXNX-001,User complaint: irrelevant content,2026-06-11T10:53:36.401Z,true
complaint-450,user-7635,too_many_notifications,in_app,SIPX-002,User complaint: too many notifications,2026-06-05T09:18:36.401Z,false
complaint-451,user-2540,irrelevant_content,sms,TXNX-005,User complaint: irrelevant content,2026-06-06T13:17:36.401Z,true
complaint-452,user-2370,wrong_time,sms,TXNX-005,User complaint: wrong time,2026-05-25T10:26:36.401Z,true
complaint-453,user-656,too_many_notifications,in_app,MKTX-001,User complaint: too many notifications,2026-05-24T10:26:36.401Z,true
complaint-454,user-1775,too_many_notifications,in_app,MKTX-003,User complaint: too many notifications,2026-05-23T08:09:36.401Z,false
complaint-455,user-699,wrong_time,whatsapp,TXNX-005,User complaint: wrong time,2026-06-03T08:02:36.401Z,false
complaint-456,user-9890,missing_critical_notification,push,TXNX-005,User complaint: missing critical notification,2026-06-07T10:10:36.401Z,true
complaint-457,user-9774,wrong_channel,in_app,TXNX-002,User complaint: wrong channel,2026-06-11T12:09:36.401Z,false
complaint-458,user-9067,too_many_notifications,email,TXNX-003,User complaint: too many notifications,2026-06-03T12:54:36.401Z,true
complaint-459,user-361,too_many_notifications,whatsapp,TXNX-001,User complaint: too many notifications,2026-05-28T10:26:36.401Z,true
complaint-460,user-4190,too_many_notifications,sms,RISK-002,User complaint: too many notifications,2026-06-03T12:43:36.401Z,true
complaint-461,user-4096,too_many_notifications,push,TXNX-005,User complaint: too many notifications,2026-06-12T13:57:36.401Z,true
complaint-462,user-7216,too_many_notifications,push,REGX-005,User complaint: too many notifications,2026-06-16T13:31:36.401Z,true
complaint-463,user-9525,wrong_time,whatsapp,MKTX-004,User complaint: wrong time,2026-05-21T13:35:36.401Z,false
complaint-464,user-6165,wrong_time,sms,MKTX-005,User complaint: wrong time,2026-06-15T11:07:36.401Z,true
complaint-465,user-8441,too_many_notifications,whatsapp,TXNX-005,User complaint: too many notifications,2026-06-16T12:46:36.401Z,false
complaint-466,user-3048,wrong_time,sms,REGX-004,User complaint: wrong time,2026-06-15T08:49:36.401Z,true
complaint-467,user-4723,irrelevant_content,email,TXNX-005,User complaint: irrelevant content,2026-06-12T11:41:36.401Z,false
complaint-468,user-916,irrelevant_content,push,MKTX-002,User complaint: irrelevant content,2026-06-03T10:26:36.401Z,false
complaint-469,user-8955,too_many_notifications,push,REGX-002,User complaint: too many notifications,2026-05-27T13:39:36.401Z,true
complaint-470,user-5422,too_many_notifications,push,TXNX-001,User complaint: too many notifications,2026-06-05T12:44:36.401Z,true
complaint-471,user-1869,irrelevant_content,in_app,TXNX-002,User complaint: irrelevant content,2026-05-28T12:23:36.401Z,true
complaint-472,user-5484,irrelevant_content,sms,RISK-001,User complaint: irrelevant content,2026-05-24T10:39:36.401Z,true
complaint-473,user-8519,too_many_notifications,whatsapp,RISK-001,User complaint: too many notifications,2026-05-19T10:24:36.401Z,false
complaint-474,user-9370,wrong_time,push,RISK-005,User complaint: wrong time,2026-05-20T09:21:36.401Z,true
complaint-475,user-350,irrelevant_content,sms,TXNX-002,User complaint: irrelevant content,2026-06-15T10:33:36.401Z,false
complaint-476,user-5190,irrelevant_content,whatsapp,RISK-004,User complaint: irrelevant content,2026-06-17T10:26:36.401Z,true
complaint-477,user-4277,wrong_channel,in_app,TXNX-001,User complaint: wrong channel,2026-06-08T12:24:36.401Z,false
complaint-478,user-8381,too_many_notifications,email,REGX-001,User complaint: too many notifications,2026-05-29T10:26:36.401Z,true
complaint-479,user-94,irrelevant_content,whatsapp,SIPX-002,User complaint: irrelevant content,2026-06-13T12:33:36.401Z,false
complaint-480,user-6741,too_many_notifications,sms,TXNX-004,User complaint: too many notifications,2026-05-24T11:07:36.401Z,false
complaint-481,user-8849,wrong_time,email,MKTX-002,User complaint: wrong time,2026-06-01T13:50:36.401Z,false
complaint-482,user-3789,irrelevant_content,email,RISK-001,User complaint: irrelevant content,2026-06-01T11:14:36.401Z,true
complaint-483,user-6588,wrong_time,in_app,RISK-005,User complaint: wrong time,2026-05-22T13:32:36.401Z,true
complaint-484,user-229,too_many_notifications,whatsapp,TXNX-002,User complaint: too many notifications,2026-06-11T10:26:36.401Z,true
complaint-485,user-2649,wrong_time,sms,MKTX-001,User complaint: wrong time,2026-05-30T09:41:36.401Z,true
complaint-486,user-5800,irrelevant_content,email,MKTX-005,User complaint: irrelevant content,2026-05-24T10:26:36.401Z,false
complaint-487,user-2411,wrong_time,sms,TXNX-001,User complaint: wrong time,2026-06-02T09:51:36.401Z,false
complaint-488,user-7025,missing_critical_notification,in_app,TXNX-002,User complaint: missing critical notification,2026-05-28T13:19:36.401Z,true
complaint-489,user-4098,irrelevant_content,push,TXNX-002,User complaint: irrelevant content,2026-06-06T11:05:36.401Z,true
complaint-490,user-5266,too_many_notifications,email,TXNX-001,User complaint: too many notifications,2026-06-05T13:03:36.401Z,false
complaint-491,user-2320,too_many_notifications,whatsapp,RISK-002,User complaint: too many notifications,2026-06-07T13:47:36.401Z,false
complaint-492,user-2831,wrong_time,email,REGX-003,User complaint: wrong time,2026-06-06T10:26:36.401Z,false
complaint-493,user-2358,missing_critical_notification,email,TXNX-005,User complaint: missing critical notification,2026-06-12T09:10:36.401Z,false
complaint-494,user-6286,too_many_notifications,push,TXNX-001,User complaint: too many notifications,2026-06-03T13:50:36.401Z,false
complaint-495,user-9245,irrelevant_content,sms,TXNX-002,User complaint: irrelevant content,2026-06-17T09:43:36.401Z,true
complaint-496,user-7741,missing_critical_notification,whatsapp,TXNX-005,User complaint: missing critical notification,2026-06-03T11:25:36.401Z,true
complaint-497,user-2011,wrong_channel,email,TXNX-002,User complaint: wrong channel,2026-06-03T08:02:36.401Z,false
complaint-498,user-3336,too_many_notifications,whatsapp,MKTX-004,User complaint: too many notifications,2026-05-29T12:43:36.401Z,true
complaint-499,user-8760,wrong_channel,push,TXNX-005,User complaint: wrong channel,2026-06-10T10:33:36.401Z,true
complaint-500,user-2672,wrong_channel,email,MKTX-001,User complaint: wrong channel,2026-06-13T10:14:36.401Z,false
complaint-501,user-317,too_many_notifications,email,MKTX-005,User complaint: too many notifications,2026-05-19T11:56:36.401Z,true
complaint-502,user-1532,wrong_channel,push,TXNX-004,User complaint: wrong channel,2026-05-29T13:03:36.401Z,true
complaint-503,user-9304,too_many_notifications,email,TXNX-005,User complaint: too many notifications,2026-05-28T09:47:36.401Z,false
complaint-504,user-5339,too_many_notifications,email,RISK-002,User complaint: too many notifications,2026-06-09T10:26:36.401Z,true
complaint-505,user-4690,missing_critical_notification,email,TXNX-003,User complaint: missing critical notification,2026-06-10T10:26:36.401Z,false
complaint-506,user-6883,wrong_time,sms,SIPX-001,User complaint: wrong time,2026-05-19T09:33:36.401Z,false
complaint-507,user-7200,too_many_notifications,whatsapp,MKTX-005,User complaint: too many notifications,2026-05-19T10:36:36.401Z,true
complaint-508,user-5617,too_many_notifications,whatsapp,MKTX-005,User complaint: too many notifications,2026-06-10T09:11:36.401Z,true
complaint-509,user-7577,wrong_channel,push,SIPX-003,User complaint: wrong channel,2026-05-26T11:34:36.401Z,false
complaint-510,user-9448,too_many_notifications,push,TXNX-002,User complaint: too many notifications,2026-05-22T11:47:36.401Z,true
complaint-511,user-831,wrong_channel,in_app,RISK-002,User complaint: wrong channel,2026-05-27T08:31:36.401Z,false
complaint-512,user-5732,too_many_notifications,sms,MKTX-003,User complaint: too many notifications,2026-06-07T12:50:36.401Z,true
complaint-513,user-6331,too_many_notifications,email,TXNX-001,User complaint: too many notifications,2026-06-04T10:29:36.401Z,true
complaint-514,user-4897,too_many_notifications,sms,REGX-001,User complaint: too many notifications,2026-06-04T11:29:36.401Z,false
complaint-515,user-4774,wrong_time,in_app,TXNX-002,User complaint: wrong time,2026-05-27T10:26:36.401Z,true
complaint-516,user-4777,too_many_notifications,sms,RISK-003,User complaint: too many notifications,2026-06-01T11:41:36.401Z,false
complaint-517,user-2950,irrelevant_content,email,TXNX-001,User complaint: irrelevant content,2026-06-06T09:05:36.401Z,true
complaint-518,user-5605,wrong_time,in_app,RISK-001,User complaint: wrong time,2026-06-14T09:11:36.401Z,true
complaint-519,user-1414,wrong_time,email,TXNX-001,User complaint: wrong time,2026-06-02T10:15:36.401Z,false
complaint-520,user-1754,wrong_time,sms,RISK-003,User complaint: wrong time,2026-06-05T11:14:36.401Z,false
complaint-521,user-4155,wrong_channel,email,RISK-001,User complaint: wrong channel,2026-05-26T13:47:36.401Z,false
complaint-522,user-8041,too_many_notifications,in_app,MKTX-003,User complaint: too many notifications,2026-05-24T12:05:36.401Z,false
complaint-523,user-2295,irrelevant_content,in_app,TXNX-004,User complaint: irrelevant content,2026-05-25T11:26:36.401Z,true
complaint-524,user-8279,too_many_notifications,push,SIPX-005,User complaint: too many notifications,2026-06-01T11:03:36.401Z,true
complaint-525,user-8764,too_many_notifications,push,REGX-002,User complaint: too many notifications,2026-05-24T11:43:36.401Z,false
complaint-526,user-3148,irrelevant_content,sms,RISK-004,User complaint: irrelevant content,2026-06-07T11:15:36.401Z,false
complaint-527,user-1962,too_many_notifications,sms,SIPX-002,User complaint: too many notifications,2026-06-05T11:23:36.401Z,true
complaint-528,user-6958,irrelevant_content,sms,MKTX-004,User complaint: irrelevant content,2026-06-13T08:10:36.401Z,true
complaint-529,user-8763,wrong_time,whatsapp,MKTX-003,User complaint: wrong time,2026-06-15T10:26:36.401Z,true
complaint-530,user-3103,too_many_notifications,push,REGX-004,User complaint: too many notifications,2026-06-12T10:26:36.401Z,true
complaint-531,user-1613,wrong_channel,sms,SIPX-002,User complaint: wrong channel,2026-05-21T13:33:36.401Z,true
complaint-532,user-1673,irrelevant_content,sms,TXNX-005,User complaint: irrelevant content,2026-06-17T09:45:36.401Z,false
complaint-533,user-3953,irrelevant_content,push,MKTX-005,User complaint: irrelevant content,2026-05-28T08:47:36.401Z,false
complaint-534,user-4331,wrong_channel,email,RISK-002,User complaint: wrong channel,2026-06-02T09:31:36.401Z,false
complaint-535,user-4819,too_many_notifications,whatsapp,MKTX-004,User complaint: too many notifications,2026-06-13T11:29:36.401Z,false
complaint-536,user-6149,wrong_time,in_app,TXNX-004,User complaint: wrong time,2026-05-19T10:26:36.401Z,false
complaint-537,user-8492,too_many_notifications,push,SIPX-005,User complaint: too many notifications,2026-06-09T12:43:36.401Z,false
complaint-538,user-2653,irrelevant_content,push,SIPX-003,User complaint: irrelevant content,2026-05-31T09:18:36.401Z,false
complaint-539,user-8903,missing_critical_notification,push,TXNX-004,User complaint: missing critical notification,2026-05-23T10:26:36.401Z,false
complaint-540,user-8843,irrelevant_content,push,TXNX-004,User complaint: irrelevant content,2026-05-22T11:28:36.401Z,true
complaint-541,user-5709,irrelevant_content,push,RISK-005,User complaint: irrelevant content,2026-06-01T10:26:36.401Z,false
complaint-542,user-4782,wrong_channel,in_app,MKTX-004,User complaint: wrong channel,2026-06-17T11:06:36.401Z,false
complaint-543,user-8617,too_many_notifications,sms,RISK-002,User complaint: too many notifications,2026-05-24T09:34:36.401Z,true
complaint-544,user-5133,missing_critical_notification,whatsapp,TXNX-002,User complaint: missing critical notification,2026-06-13T09:37:36.401Z,true
complaint-545,user-2214,missing_critical_notification,push,TXNX-001,User complaint: missing critical notification,2026-06-01T10:47:36.401Z,true
complaint-546,user-3480,missing_critical_notification,sms,RISK-004,User complaint: missing critical notification,2026-06-11T12:53:36.401Z,true
complaint-547,user-5378,wrong_channel,push,TXNX-004,User complaint: wrong channel,2026-06-15T09:41:36.401Z,false
complaint-548,user-8974,wrong_time,push,MKTX-002,User complaint: wrong time,2026-06-15T11:48:36.401Z,false
complaint-549,user-3860,wrong_time,whatsapp,TXNX-004,User complaint: wrong time,2026-06-07T09:33:36.401Z,true
complaint-550,user-4963,missing_critical_notification,email,REGX-004,User complaint: missing critical notification,2026-06-07T11:04:36.401Z,true
complaint-551,user-861,irrelevant_content,in_app,RISK-001,User complaint: irrelevant content,2026-06-13T13:41:36.401Z,false
complaint-552,user-734,wrong_time,in_app,RISK-004,User complaint: wrong time,2026-06-05T13:54:36.401Z,true
complaint-553,user-1518,wrong_time,push,TXNX-005,User complaint: wrong time,2026-06-03T09:33:36.401Z,false
complaint-554,user-9368,missing_critical_notification,email,RISK-003,User complaint: missing critical notification,2026-05-19T10:48:36.401Z,false
complaint-555,user-5834,irrelevant_content,whatsapp,TXNX-002,User complaint: irrelevant content,2026-05-22T08:33:36.401Z,false
complaint-556,user-4020,missing_critical_notification,email,TXNX-004,User complaint: missing critical notification,2026-06-17T10:05:36.401Z,false
complaint-557,user-4605,too_many_notifications,sms,TXNX-004,User complaint: too many notifications,2026-05-27T10:46:36.401Z,false
complaint-558,user-695,too_many_notifications,whatsapp,SIPX-002,User complaint: too many notifications,2026-06-05T10:26:36.401Z,true
complaint-559,user-2652,wrong_channel,whatsapp,SIPX-003,User complaint: wrong channel,2026-06-08T11:20:36.401Z,false
complaint-560,user-3792,too_many_notifications,whatsapp,RISK-005,User complaint: too many notifications,2026-06-08T13:52:36.401Z,true
complaint-561,user-1021,irrelevant_content,sms,SIPX-001,User complaint: irrelevant content,2026-05-26T11:30:36.401Z,false
complaint-562,user-7284,too_many_notifications,in_app,RISK-001,User complaint: too many notifications,2026-06-12T10:26:36.401Z,false
complaint-563,user-6789,irrelevant_content,in_app,RISK-003,User complaint: irrelevant content,2026-05-20T12:08:36.401Z,true
complaint-564,user-4413,too_many_notifications,whatsapp,TXNX-005,User complaint: too many notifications,2026-05-30T12:22:36.401Z,false
complaint-565,user-6514,too_many_notifications,sms,MKTX-004,User complaint: too many notifications,2026-05-21T08:49:36.401Z,false
complaint-566,user-9314,wrong_channel,push,RISK-004,User complaint: wrong channel,2026-06-02T10:11:36.401Z,true
complaint-567,user-4056,wrong_time,push,REGX-003,User complaint: wrong time,2026-05-30T10:26:36.401Z,false
complaint-568,user-1169,wrong_channel,in_app,REGX-001,User complaint: wrong channel,2026-05-25T11:28:36.401Z,false
complaint-569,user-814,irrelevant_content,email,SIPX-002,User complaint: irrelevant content,2026-06-17T10:52:36.401Z,true
complaint-570,user-6915,too_many_notifications,whatsapp,RISK-005,User complaint: too many notifications,2026-06-10T11:46:36.401Z,true
complaint-571,user-5050,wrong_time,in_app,RISK-001,User complaint: wrong time,2026-06-02T12:24:36.401Z,false
complaint-572,user-4349,missing_critical_notification,email,TXNX-005,User complaint: missing critical notification,2026-06-13T10:26:36.401Z,true
complaint-573,user-9726,irrelevant_content,email,TXNX-001,User complaint: irrelevant content,2026-06-05T12:05:36.401Z,true
complaint-574,user-1061,wrong_time,in_app,MKTX-004,User complaint: wrong time,2026-05-30T10:11:36.401Z,true
complaint-575,user-9058,wrong_time,whatsapp,TXNX-004,User complaint: wrong time,2026-06-06T10:26:36.401Z,false
complaint-576,user-3106,wrong_time,email,TXNX-005,User complaint: wrong time,2026-05-23T08:55:36.401Z,false
complaint-577,user-7497,too_many_notifications,email,SIPX-004,User complaint: too many notifications,2026-05-22T10:26:36.401Z,false
complaint-578,user-4448,wrong_time,in_app,MKTX-001,User complaint: wrong time,2026-05-28T10:48:36.401Z,false
complaint-579,user-6300,too_many_notifications,whatsapp,MKTX-002,User complaint: too many notifications,2026-06-05T10:26:36.401Z,true
complaint-580,user-1867,too_many_notifications,push,TXNX-002,User complaint: too many notifications,2026-06-06T10:26:36.401Z,true
complaint-581,user-576,too_many_notifications,in_app,TXNX-002,User complaint: too many notifications,2026-06-12T11:06:36.401Z,true
complaint-582,user-7260,too_many_notifications,email,REGX-003,User complaint: too many notifications,2026-06-04T08:07:36.401Z,false
complaint-583,user-7429,wrong_time,push,TXNX-001,User complaint: wrong time,2026-06-15T08:42:36.401Z,false
complaint-584,user-1185,too_many_notifications,sms,TXNX-005,User complaint: too many notifications,2026-05-30T09:01:36.401Z,true
complaint-585,user-746,wrong_channel,sms,TXNX-004,User complaint: wrong channel,2026-06-05T08:52:36.401Z,false
complaint-586,user-9523,too_many_notifications,email,RISK-004,User complaint: too many notifications,2026-06-02T09:45:36.401Z,true
complaint-587,user-7691,wrong_channel,sms,TXNX-003,User complaint: wrong channel,2026-06-14T08:38:36.401Z,true
complaint-588,user-6233,too_many_notifications,push,MKTX-005,User complaint: too many notifications,2026-06-09T11:44:36.401Z,false
complaint-589,user-9160,irrelevant_content,email,TXNX-001,User complaint: irrelevant content,2026-06-15T08:51:36.401Z,true
complaint-590,user-552,wrong_time,email,TXNX-001,User complaint: wrong time,2026-05-20T12:23:36.401Z,false
complaint-591,user-3637,irrelevant_content,sms,SIPX-004,User complaint: irrelevant content,2026-05-27T08:12:36.401Z,true
complaint-592,user-6778,wrong_time,push,TXNX-005,User complaint: wrong time,2026-06-11T10:03:36.401Z,false
complaint-593,user-2799,too_many_notifications,whatsapp,TXNX-002,User complaint: too many notifications,2026-06-05T12:11:36.401Z,true
complaint-594,user-7694,irrelevant_content,push,REGX-002,User complaint: irrelevant content,2026-05-20T10:26:36.401Z,false
complaint-595,user-7503,irrelevant_content,whatsapp,REGX-003,User complaint: irrelevant content,2026-05-20T10:36:36.401Z,true
complaint-596,user-7790,wrong_channel,sms,TXNX-004,User complaint: wrong channel,2026-05-19T13:34:36.401Z,false
complaint-597,user-192,too_many_notifications,push,TXNX-005,User complaint: too many notifications,2026-06-04T11:58:36.401Z,false
complaint-598,user-5328,too_many_notifications,sms,TXNX-001,User complaint: too many notifications,2026-06-15T12:03:36.401Z,true
complaint-599,user-8346,irrelevant_content,email,REGX-003,User complaint: irrelevant content,2026-05-24T11:20:36.401Z,true
complaint-600,user-7638,irrelevant_content,in_app,SIPX-003,User complaint: irrelevant content,2026-05-27T11:51:36.401Z,false
complaint-601,user-7192,too_many_notifications,in_app,RISK-005,User complaint: too many notifications,2026-05-27T11:24:36.401Z,false
complaint-602,user-8216,wrong_time,push,TXNX-002,User complaint: wrong time,2026-05-20T08:06:36.401Z,false
complaint-603,user-1568,irrelevant_content,sms,TXNX-004,User complaint: irrelevant content,2026-06-15T10:26:36.401Z,false
complaint-604,user-4304,wrong_time,in_app,SIPX-005,User complaint: wrong time,2026-05-25T10:26:36.401Z,false
complaint-605,user-2056,too_many_notifications,email,TXNX-002,User complaint: too many notifications,2026-06-08T10:00:36.401Z,true
complaint-606,user-2931,too_many_notifications,push,REGX-003,User complaint: too many notifications,2026-05-29T11:18:36.401Z,false
complaint-607,user-7229,wrong_channel,email,REGX-005,User complaint: wrong channel,2026-06-07T10:26:36.401Z,true
complaint-608,user-9782,too_many_notifications,sms,REGX-004,User complaint: too many notifications,2026-05-26T10:26:36.401Z,true
complaint-609,user-9172,wrong_time,email,RISK-002,User complaint: wrong time,2026-06-12T08:25:36.401Z,true
complaint-610,user-5425,too_many_notifications,email,REGX-003,User complaint: too many notifications,2026-05-28T12:56:36.401Z,false
complaint-611,user-8716,wrong_time,push,TXNX-002,User complaint: wrong time,2026-06-10T10:26:36.401Z,true
complaint-612,user-7295,irrelevant_content,email,MKTX-002,User complaint: irrelevant content,2026-06-13T13:34:36.401Z,false
complaint-613,user-7968,wrong_time,sms,TXNX-003,User complaint: wrong time,2026-05-24T10:26:36.401Z,true
complaint-614,user-8157,too_many_notifications,push,TXNX-001,User complaint: too many notifications,2026-06-02T12:38:36.401Z,false
complaint-615,user-2720,irrelevant_content,whatsapp,RISK-003,User complaint: irrelevant content,2026-05-19T12:27:36.401Z,true
complaint-616,user-1389,irrelevant_content,whatsapp,TXNX-004,User complaint: irrelevant content,2026-05-19T12:03:36.401Z,true
complaint-617,user-3723,too_many_notifications,push,TXNX-004,User complaint: too many notifications,2026-06-08T09:43:36.401Z,false
complaint-618,user-7811,irrelevant_content,email,TXNX-001,User complaint: irrelevant content,2026-06-15T12:54:36.401Z,false
complaint-619,user-6438,irrelevant_content,sms,TXNX-005,User complaint: irrelevant content,2026-06-01T13:55:36.401Z,false
complaint-620,user-2607,missing_critical_notification,email,TXNX-002,User complaint: missing critical notification,2026-05-24T10:26:36.401Z,true
complaint-621,user-194,wrong_channel,sms,SIPX-005,User complaint: wrong channel,2026-05-26T13:30:36.401Z,false
complaint-622,user-9883,missing_critical_notification,whatsapp,SIPX-003,User complaint: missing critical notification,2026-06-10T09:55:36.401Z,true
complaint-623,user-832,irrelevant_content,sms,MKTX-003,User complaint: irrelevant content,2026-06-02T09:46:36.401Z,true
complaint-624,user-1358,too_many_notifications,push,TXNX-002,User complaint: too many notifications,2026-05-22T08:40:36.401Z,true
complaint-625,user-7977,too_many_notifications,email,REGX-004,User complaint: too many notifications,2026-06-12T08:04:36.401Z,false
