event_id,event_type,user_id,timestamp,priority,source_system,channel_preference,status
EVT-1781550595313-15557,TXNX-004,user-320,2026-05-26T19:09:55.313Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595313-15558,TXNX-005,user-5071,2026-05-31T19:09:55.313Z,2,trading_engine,whatsapp,DND
EVT-1781550595313-15559,REGX-001,user-4818,2026-05-27T13:05:55.313Z,3,trading_engine,push,DELIVERED
EVT-1781550595313-15560,MKTX-003,user-504,2026-06-15T19:09:55.313Z,3,trading_engine,push,DELIVERED
EVT-1781550595313-15561,RISK-004,user-3584,2026-06-15T08:42:55.313Z,3,trading_engine,push,DELIVERED
EVT-1781550595313-15562,RISK-005,user-4135,2026-05-18T12:55:55.313Z,3,trading_engine,sms,DELIVERED
EVT-1781550595313-15563,MKTX-002,user-3112,2026-05-18T10:47:55.313Z,3,trading_engine,push,DELIVERED
EVT-1781550595313-15564,REGX-005,user-6642,2026-06-10T19:09:55.313Z,3,trading_engine,push,CAPPED
EVT-1781550595313-15565,SIPX-003,user-2273,2026-06-09T13:01:55.313Z,3,trading_engine,push,FAILED
EVT-1781550595313-15566,TXNX-003,user-2831,2026-05-24T09:22:55.313Z,2,trading_engine,email,CAPPED
EVT-1781550595313-15567,TXNX-002,user-4014,2026-06-11T19:09:55.313Z,2,trading_engine,push,DELIVERED
EVT-1781550595313-15568,RISK-002,user-3953,2026-06-14T19:09:55.313Z,1,trading_engine,push,DELIVERED
EVT-1781550595313-15569,MKTX-005,user-2919,2026-05-26T19:09:55.313Z,3,trading_engine,email,DND
EVT-1781550595313-15570,TXNX-003,user-4673,2026-06-01T09:05:55.313Z,2,trading_engine,push,DELIVERED
EVT-1781550595313-15571,RISK-005,user-9258,2026-05-31T10:28:55.313Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15572,TXNX-004,user-2301,2026-05-25T19:09:55.313Z,2,trading_engine,email,DELIVERED
EVT-1781550595313-15573,RISK-001,user-4266,2026-06-07T19:09:55.313Z,1,trading_engine,email,CAPPED
EVT-1781550595313-15574,SIPX-005,user-7370,2026-06-09T08:22:55.313Z,3,trading_engine,push,FAILED
EVT-1781550595313-15575,TXNX-003,user-6074,2026-05-22T09:51:55.313Z,2,trading_engine,push,CAPPED
EVT-1781550595313-15576,TXNX-002,user-2697,2026-06-10T19:09:55.313Z,2,trading_engine,sms,CAPPED
EVT-1781550595313-15577,SIPX-002,user-3845,2026-06-03T08:45:55.313Z,3,trading_engine,email,CAPPED
EVT-1781550595313-15578,TXNX-001,user-5310,2026-05-19T11:42:55.313Z,2,trading_engine,push,DELIVERED
EVT-1781550595313-15579,RISK-001,user-1568,2026-06-07T12:57:55.313Z,1,trading_engine,sms,DELIVERED
EVT-1781550595313-15580,REGX-005,user-9837,2026-06-03T19:09:55.313Z,3,trading_engine,sms,DELIVERED
EVT-1781550595313-15581,SIPX-003,user-3510,2026-06-04T11:33:55.313Z,3,trading_engine,sms,DND
EVT-1781550595313-15582,RISK-005,user-1414,2026-05-31T09:10:55.313Z,3,trading_engine,sms,DELIVERED
EVT-1781550595313-15583,TXNX-002,user-4241,2026-06-12T19:09:55.313Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15584,TXNX-005,user-9785,2026-06-07T09:42:55.313Z,2,trading_engine,in_app,FAILED
EVT-1781550595313-15585,TXNX-005,user-5959,2026-05-22T09:48:55.313Z,2,trading_engine,email,FAILED
EVT-1781550595313-15586,MKTX-004,user-2968,2026-06-11T08:16:55.313Z,3,trading_engine,in_app,FAILED
EVT-1781550595313-15587,SIPX-005,user-9485,2026-06-12T13:47:55.313Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595313-15588,SIPX-004,user-4354,2026-05-17T19:09:55.313Z,3,trading_engine,push,CAPPED
EVT-1781550595313-15589,RISK-005,user-754,2026-05-26T11:31:55.313Z,3,trading_engine,email,DELIVERED
EVT-1781550595313-15590,TXNX-005,user-3002,2026-06-10T11:10:55.313Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15591,TXNX-004,user-8546,2026-06-11T10:26:55.313Z,2,trading_engine,sms,DELIVERED
EVT-1781550595313-15592,RISK-001,user-5998,2026-05-31T10:48:55.313Z,1,trading_engine,push,DELIVERED
EVT-1781550595313-15593,MKTX-005,user-9457,2026-05-29T09:33:55.313Z,3,trading_engine,sms,DELIVERED
EVT-1781550595313-15594,RISK-001,user-4708,2026-05-24T19:09:55.313Z,1,trading_engine,sms,DELIVERED
EVT-1781550595313-15595,TXNX-003,user-4552,2026-06-10T10:35:55.313Z,2,trading_engine,email,DND
EVT-1781550595313-15596,REGX-004,user-4471,2026-05-18T12:49:55.313Z,3,trading_engine,email,FAILED
EVT-1781550595313-15597,TXNX-001,user-828,2026-05-17T10:15:55.313Z,2,trading_engine,in_app,FAILED
EVT-1781550595313-15598,TXNX-002,user-4342,2026-06-07T10:14:55.313Z,2,trading_engine,email,FAILED
EVT-1781550595313-15599,RISK-003,user-2764,2026-05-27T08:40:55.313Z,1,trading_engine,email,DELIVERED
EVT-1781550595313-15600,TXNX-003,user-8155,2026-06-05T12:56:55.313Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15601,RISK-001,user-1126,2026-05-20T12:14:55.313Z,1,trading_engine,in_app,DELIVERED
EVT-1781550595313-15602,TXNX-002,user-5594,2026-06-09T09:52:55.313Z,2,trading_engine,push,DELIVERED
EVT-1781550595313-15603,TXNX-002,user-6208,2026-05-27T08:58:55.313Z,2,trading_engine,push,FAILED
EVT-1781550595313-15604,TXNX-002,user-6157,2026-05-27T08:32:55.313Z,2,trading_engine,sms,DND
EVT-1781550595313-15605,MKTX-003,user-2178,2026-06-08T09:06:55.313Z,3,trading_engine,sms,DELIVERED
EVT-1781550595313-15606,TXNX-005,user-5048,2026-06-09T10:41:55.313Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15607,MKTX-003,user-5731,2026-06-10T08:43:55.313Z,3,trading_engine,in_app,FAILED
EVT-1781550595313-15608,TXNX-005,user-8718,2026-06-02T08:53:55.313Z,2,trading_engine,sms,DELIVERED
EVT-1781550595313-15609,TXNX-004,user-2861,2026-06-11T10:37:55.313Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15610,TXNX-001,user-382,2026-06-06T10:51:55.313Z,2,trading_engine,push,DND
EVT-1781550595313-15611,MKTX-001,user-1712,2026-05-31T10:41:55.313Z,3,trading_engine,email,DELIVERED
EVT-1781550595313-15612,RISK-005,user-6572,2026-05-30T09:25:55.313Z,3,trading_engine,sms,CAPPED
EVT-1781550595313-15613,SIPX-002,user-3054,2026-06-14T09:37:55.313Z,3,trading_engine,whatsapp,CAPPED
EVT-1781550595313-15614,REGX-001,user-940,2026-05-25T08:54:55.313Z,3,trading_engine,sms,FAILED
EVT-1781550595313-15615,MKTX-002,user-9176,2026-05-25T11:02:55.313Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15616,REGX-002,user-8154,2026-05-18T08:26:55.313Z,3,trading_engine,email,FAILED
EVT-1781550595313-15617,TXNX-005,user-1703,2026-05-23T13:54:55.313Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15618,TXNX-003,user-280,2026-06-14T13:30:55.313Z,2,trading_engine,email,DELIVERED
EVT-1781550595313-15619,RISK-002,user-5519,2026-06-13T11:19:55.313Z,1,trading_engine,in_app,CAPPED
EVT-1781550595313-15620,TXNX-003,user-99,2026-05-26T13:53:55.313Z,2,trading_engine,push,DELIVERED
EVT-1781550595313-15621,TXNX-002,user-1625,2026-05-22T12:05:55.313Z,2,trading_engine,whatsapp,CAPPED
EVT-1781550595313-15622,SIPX-004,user-2892,2026-06-05T13:19:55.313Z,3,trading_engine,sms,DND
EVT-1781550595313-15623,TXNX-002,user-5084,2026-05-17T19:09:55.313Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15624,TXNX-002,user-5283,2026-05-19T08:46:55.313Z,2,trading_engine,email,DELIVERED
EVT-1781550595313-15625,TXNX-001,user-4934,2026-06-07T09:42:55.313Z,2,trading_engine,sms,DELIVERED
EVT-1781550595313-15626,TXNX-004,user-1923,2026-05-29T11:58:55.313Z,2,trading_engine,email,DND
EVT-1781550595313-15627,REGX-004,user-7292,2026-05-18T10:31:55.313Z,3,trading_engine,push,CAPPED
EVT-1781550595313-15628,MKTX-003,user-4065,2026-06-13T12:49:55.313Z,3,trading_engine,push,DELIVERED
EVT-1781550595313-15629,MKTX-001,user-9896,2026-06-02T08:25:55.313Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15630,SIPX-003,user-4164,2026-06-09T08:49:55.313Z,3,trading_engine,push,DELIVERED
EVT-1781550595313-15631,SIPX-004,user-8970,2026-06-08T11:27:55.313Z,3,trading_engine,sms,DELIVERED
EVT-1781550595313-15632,MKTX-004,user-6075,2026-05-22T19:09:55.313Z,3,trading_engine,email,DELIVERED
EVT-1781550595313-15633,TXNX-002,user-4984,2026-06-13T11:32:55.313Z,2,trading_engine,email,DND
EVT-1781550595313-15634,REGX-004,user-3707,2026-05-17T13:01:55.313Z,3,trading_engine,in_app,FAILED
EVT-1781550595313-15635,RISK-003,user-2735,2026-05-17T19:09:55.313Z,1,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15636,SIPX-004,user-6870,2026-06-15T12:14:55.313Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595313-15637,SIPX-004,user-8040,2026-05-22T08:58:55.313Z,3,trading_engine,email,FAILED
EVT-1781550595313-15638,SIPX-004,user-1470,2026-06-04T11:16:55.313Z,3,trading_engine,email,CAPPED
EVT-1781550595313-15639,TXNX-003,user-9539,2026-06-15T10:04:55.313Z,2,trading_engine,in_app,CAPPED
EVT-1781550595313-15640,TXNX-001,user-5825,2026-06-08T11:30:55.313Z,2,trading_engine,sms,DELIVERED
EVT-1781550595313-15641,SIPX-001,user-3549,2026-05-21T08:30:55.313Z,3,trading_engine,sms,DELIVERED
EVT-1781550595313-15642,TXNX-005,user-929,2026-06-08T12:52:55.313Z,2,trading_engine,sms,DND
EVT-1781550595313-15643,RISK-005,user-9475,2026-06-12T11:53:55.313Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595313-15644,TXNX-004,user-2162,2026-06-05T10:32:55.313Z,2,trading_engine,email,DELIVERED
EVT-1781550595314-15645,TXNX-003,user-2565,2026-06-09T08:11:55.314Z,2,trading_engine,in_app,FAILED
EVT-1781550595314-15646,SIPX-001,user-7907,2026-06-12T12:39:55.314Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595314-15647,REGX-005,user-9178,2026-06-11T19:09:55.314Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15648,RISK-001,user-3440,2026-06-15T11:06:55.314Z,1,trading_engine,whatsapp,FAILED
EVT-1781550595314-15649,TXNX-001,user-6877,2026-06-10T10:49:55.314Z,2,trading_engine,sms,CAPPED
EVT-1781550595314-15650,TXNX-002,user-4378,2026-05-27T11:00:55.314Z,2,trading_engine,push,DELIVERED
EVT-1781550595314-15651,TXNX-002,user-1547,2026-05-18T09:14:55.314Z,2,trading_engine,sms,DELIVERED
EVT-1781550595314-15652,TXNX-005,user-9681,2026-05-27T12:58:55.314Z,2,trading_engine,email,CAPPED
EVT-1781550595314-15653,TXNX-004,user-3561,2026-06-06T09:08:55.314Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595314-15654,RISK-005,user-2824,2026-06-12T09:06:55.314Z,3,trading_engine,push,DND
EVT-1781550595314-15655,RISK-004,user-4572,2026-06-09T19:09:55.314Z,3,trading_engine,push,DELIVERED
EVT-1781550595314-15656,TXNX-001,user-7814,2026-06-07T11:23:55.314Z,2,trading_engine,sms,DELIVERED
EVT-1781550595314-15657,RISK-004,user-6532,2026-05-31T11:37:55.314Z,3,trading_engine,whatsapp,CAPPED
EVT-1781550595314-15658,RISK-001,user-6801,2026-06-01T11:01:55.314Z,1,trading_engine,sms,DND
EVT-1781550595314-15659,MKTX-004,user-1554,2026-06-02T12:21:55.314Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595314-15660,SIPX-001,user-101,2026-05-18T12:49:55.314Z,3,trading_engine,push,DELIVERED
EVT-1781550595314-15661,MKTX-002,user-9999,2026-06-13T19:09:55.314Z,3,trading_engine,push,DELIVERED
EVT-1781550595314-15662,MKTX-004,user-5164,2026-05-18T11:38:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15663,RISK-005,user-6054,2026-06-02T12:31:55.314Z,3,trading_engine,whatsapp,FAILED
EVT-1781550595314-15664,REGX-005,user-1438,2026-06-11T09:31:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15665,REGX-001,user-9978,2026-05-20T12:10:55.314Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595314-15666,TXNX-004,user-1737,2026-06-05T12:41:55.314Z,2,trading_engine,whatsapp,CAPPED
EVT-1781550595314-15667,MKTX-001,user-5189,2026-05-29T08:16:55.314Z,3,trading_engine,in_app,DND
EVT-1781550595314-15668,REGX-001,user-450,2026-06-10T10:26:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15669,TXNX-003,user-8922,2026-05-18T08:18:55.314Z,2,trading_engine,in_app,DND
EVT-1781550595314-15670,MKTX-003,user-1256,2026-06-10T10:33:55.314Z,3,trading_engine,in_app,CAPPED
EVT-1781550595314-15671,RISK-001,user-6164,2026-06-13T10:46:55.314Z,1,trading_engine,push,DND
EVT-1781550595314-15672,TXNX-004,user-4562,2026-05-26T13:34:55.314Z,2,trading_engine,email,FAILED
EVT-1781550595314-15673,TXNX-001,user-163,2026-05-30T19:09:55.314Z,2,trading_engine,in_app,DND
EVT-1781550595314-15674,RISK-005,user-8092,2026-05-26T08:14:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15675,RISK-005,user-8520,2026-05-18T09:14:55.314Z,3,trading_engine,email,DELIVERED
EVT-1781550595314-15676,SIPX-002,user-912,2026-06-02T09:30:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15677,MKTX-005,user-7768,2026-06-13T12:48:55.314Z,3,trading_engine,email,DND
EVT-1781550595314-15678,RISK-003,user-4443,2026-06-06T08:25:55.314Z,1,trading_engine,push,DELIVERED
EVT-1781550595314-15679,RISK-004,user-801,2026-05-22T10:14:55.314Z,3,trading_engine,push,DELIVERED
EVT-1781550595314-15680,TXNX-003,user-7466,2026-06-06T13:38:55.314Z,2,trading_engine,whatsapp,DND
EVT-1781550595314-15681,TXNX-004,user-520,2026-06-07T19:09:55.314Z,2,trading_engine,sms,FAILED
EVT-1781550595314-15682,SIPX-003,user-1442,2026-06-11T11:24:55.314Z,3,trading_engine,push,FAILED
EVT-1781550595314-15683,TXNX-004,user-5691,2026-06-04T12:01:55.314Z,2,trading_engine,push,DND
EVT-1781550595314-15684,MKTX-002,user-3966,2026-05-26T10:31:55.314Z,3,trading_engine,whatsapp,DND
EVT-1781550595314-15685,SIPX-004,user-9609,2026-06-13T08:36:55.314Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15686,MKTX-003,user-6909,2026-06-11T13:57:55.314Z,3,trading_engine,email,DELIVERED
EVT-1781550595314-15687,MKTX-003,user-8203,2026-05-27T19:09:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15688,TXNX-004,user-2180,2026-05-29T09:40:55.314Z,2,trading_engine,push,DELIVERED
EVT-1781550595314-15689,TXNX-005,user-9778,2026-06-09T19:09:55.314Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15690,RISK-001,user-5699,2026-06-15T11:39:55.314Z,1,trading_engine,in_app,DELIVERED
EVT-1781550595314-15691,RISK-001,user-3326,2026-05-25T11:47:55.314Z,1,trading_engine,email,FAILED
EVT-1781550595314-15692,TXNX-002,user-6478,2026-05-26T19:09:55.314Z,2,trading_engine,email,DELIVERED
EVT-1781550595314-15693,TXNX-004,user-6639,2026-06-06T08:18:55.314Z,2,trading_engine,push,DELIVERED
EVT-1781550595314-15694,TXNX-001,user-5772,2026-06-11T09:38:55.314Z,2,trading_engine,push,CAPPED
EVT-1781550595314-15695,MKTX-005,user-1315,2026-06-13T13:28:55.314Z,3,trading_engine,push,CAPPED
EVT-1781550595314-15696,TXNX-001,user-1080,2026-06-07T12:12:55.314Z,2,trading_engine,email,CAPPED
EVT-1781550595314-15697,TXNX-001,user-512,2026-06-10T08:20:55.314Z,2,trading_engine,email,DELIVERED
EVT-1781550595314-15698,TXNX-001,user-6211,2026-05-23T13:20:55.314Z,2,trading_engine,push,DELIVERED
EVT-1781550595314-15699,TXNX-003,user-2363,2026-05-27T19:09:55.314Z,2,trading_engine,whatsapp,DND
EVT-1781550595314-15700,SIPX-004,user-6512,2026-06-06T19:09:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15701,TXNX-001,user-6799,2026-05-18T19:09:55.314Z,2,trading_engine,sms,DELIVERED
EVT-1781550595314-15702,RISK-001,user-6543,2026-05-31T11:53:55.314Z,1,trading_engine,push,DELIVERED
EVT-1781550595314-15703,RISK-003,user-5271,2026-06-03T12:45:55.314Z,1,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15704,REGX-002,user-3093,2026-06-07T19:09:55.314Z,3,trading_engine,push,FAILED
EVT-1781550595314-15705,MKTX-001,user-8325,2026-05-17T13:06:55.314Z,3,trading_engine,email,DELIVERED
EVT-1781550595314-15706,RISK-004,user-6241,2026-06-06T09:07:55.314Z,3,trading_engine,whatsapp,FAILED
EVT-1781550595314-15707,TXNX-001,user-6058,2026-05-19T10:33:55.314Z,2,trading_engine,email,DELIVERED
EVT-1781550595314-15708,TXNX-001,user-4805,2026-06-06T13:39:55.314Z,2,trading_engine,in_app,CAPPED
EVT-1781550595314-15709,REGX-002,user-6698,2026-05-18T19:09:55.314Z,3,trading_engine,push,FAILED
EVT-1781550595314-15710,SIPX-002,user-4745,2026-05-27T13:57:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15711,RISK-001,user-6519,2026-06-03T19:09:55.314Z,1,trading_engine,email,DELIVERED
EVT-1781550595314-15712,TXNX-002,user-9135,2026-06-07T12:08:55.314Z,2,trading_engine,push,CAPPED
EVT-1781550595314-15713,TXNX-001,user-642,2026-05-31T08:57:55.314Z,2,trading_engine,sms,DELIVERED
EVT-1781550595314-15714,REGX-003,user-7729,2026-06-14T13:41:55.314Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15715,TXNX-005,user-826,2026-06-02T12:46:55.314Z,2,trading_engine,whatsapp,DND
EVT-1781550595314-15716,RISK-003,user-8407,2026-05-31T09:15:55.314Z,1,trading_engine,push,DELIVERED
EVT-1781550595314-15717,REGX-002,user-7090,2026-05-17T13:45:55.314Z,3,trading_engine,push,DELIVERED
EVT-1781550595314-15718,TXNX-001,user-3644,2026-06-08T09:54:55.314Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595314-15719,REGX-004,user-8335,2026-06-02T09:25:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15720,MKTX-001,user-3426,2026-05-20T13:57:55.314Z,3,trading_engine,sms,CAPPED
EVT-1781550595314-15721,REGX-002,user-654,2026-06-10T09:59:55.314Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15722,TXNX-003,user-1539,2026-06-07T11:28:55.314Z,2,trading_engine,push,DELIVERED
EVT-1781550595314-15723,TXNX-005,user-9026,2026-06-07T11:15:55.314Z,2,trading_engine,push,DELIVERED
EVT-1781550595314-15724,TXNX-002,user-3193,2026-05-31T13:00:55.314Z,2,trading_engine,sms,DELIVERED
EVT-1781550595314-15725,TXNX-005,user-2029,2026-05-28T09:15:55.314Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15726,RISK-001,user-6660,2026-06-11T09:50:55.314Z,1,trading_engine,push,DELIVERED
EVT-1781550595314-15727,REGX-005,user-7843,2026-05-18T13:51:55.314Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595314-15728,TXNX-003,user-1212,2026-05-30T13:54:55.314Z,2,trading_engine,whatsapp,FAILED
EVT-1781550595314-15729,TXNX-003,user-195,2026-05-25T12:32:55.314Z,2,trading_engine,whatsapp,FAILED
EVT-1781550595314-15730,TXNX-004,user-472,2026-05-23T10:52:55.314Z,2,trading_engine,email,DELIVERED
EVT-1781550595314-15731,MKTX-002,user-7172,2026-06-15T13:10:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15732,SIPX-003,user-5502,2026-05-24T12:37:55.314Z,3,trading_engine,whatsapp,DND
EVT-1781550595314-15733,REGX-004,user-5894,2026-06-09T09:03:55.314Z,3,trading_engine,in_app,CAPPED
EVT-1781550595314-15734,TXNX-002,user-1330,2026-05-28T19:09:55.314Z,2,trading_engine,in_app,CAPPED
EVT-1781550595314-15735,MKTX-002,user-2785,2026-05-22T09:30:55.314Z,3,trading_engine,whatsapp,DND
EVT-1781550595314-15736,SIPX-002,user-1983,2026-06-13T09:04:55.314Z,3,trading_engine,whatsapp,FAILED
EVT-1781550595314-15737,RISK-002,user-8227,2026-06-02T19:09:55.314Z,1,trading_engine,in_app,DELIVERED
EVT-1781550595314-15738,TXNX-005,user-8300,2026-05-20T12:27:55.314Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595314-15739,RISK-003,user-5196,2026-05-27T13:09:55.314Z,1,trading_engine,in_app,CAPPED
EVT-1781550595314-15740,SIPX-002,user-7056,2026-05-17T11:53:55.314Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595314-15741,RISK-005,user-9120,2026-06-06T08:16:55.314Z,3,trading_engine,push,DELIVERED
EVT-1781550595314-15742,MKTX-004,user-8702,2026-05-29T09:57:55.314Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595314-15743,SIPX-001,user-9301,2026-05-29T19:09:55.314Z,3,trading_engine,email,DELIVERED
EVT-1781550595314-15744,RISK-001,user-5511,2026-06-14T13:19:55.314Z,1,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15745,TXNX-004,user-8733,2026-05-17T08:15:55.314Z,2,trading_engine,whatsapp,DND
EVT-1781550595314-15746,TXNX-004,user-8047,2026-05-30T11:34:55.314Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15747,TXNX-003,user-1114,2026-06-01T12:50:55.314Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15748,TXNX-002,user-3510,2026-06-03T12:03:55.314Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15749,RISK-004,user-5485,2026-05-20T10:39:55.314Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15750,SIPX-003,user-5432,2026-06-09T12:23:55.314Z,3,trading_engine,email,DELIVERED
EVT-1781550595314-15751,TXNX-004,user-7586,2026-06-03T10:49:55.314Z,2,trading_engine,sms,DELIVERED
EVT-1781550595314-15752,RISK-005,user-2341,2026-06-03T13:59:55.314Z,3,trading_engine,whatsapp,DND
EVT-1781550595314-15753,TXNX-004,user-6481,2026-06-04T10:57:55.314Z,2,trading_engine,sms,DELIVERED
EVT-1781550595314-15754,MKTX-002,user-4105,2026-05-24T13:26:55.314Z,3,trading_engine,in_app,FAILED
EVT-1781550595314-15755,MKTX-002,user-8448,2026-05-31T19:09:55.314Z,3,trading_engine,push,DELIVERED
EVT-1781550595314-15756,MKTX-001,user-9258,2026-06-06T13:46:55.314Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15757,TXNX-003,user-942,2026-05-27T11:21:55.314Z,2,trading_engine,email,DND
EVT-1781550595314-15758,MKTX-001,user-248,2026-05-21T11:16:55.314Z,3,trading_engine,email,DELIVERED
EVT-1781550595314-15759,RISK-005,user-438,2026-06-08T09:01:55.314Z,3,trading_engine,email,FAILED
EVT-1781550595314-15760,REGX-001,user-8556,2026-05-21T19:09:55.314Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15761,RISK-003,user-4501,2026-06-05T09:34:55.314Z,1,trading_engine,sms,DELIVERED
EVT-1781550595314-15762,TXNX-002,user-9538,2026-05-24T19:09:55.314Z,2,trading_engine,in_app,DND
EVT-1781550595314-15763,TXNX-002,user-9588,2026-05-19T13:35:55.314Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15764,TXNX-003,user-8374,2026-05-29T13:02:55.314Z,2,trading_engine,push,FAILED
EVT-1781550595314-15765,MKTX-005,user-5488,2026-06-09T10:04:55.314Z,3,trading_engine,sms,DELIVERED
EVT-1781550595314-15766,TXNX-001,user-2634,2026-05-25T10:07:55.314Z,2,trading_engine,push,DELIVERED
EVT-1781550595314-15767,REGX-005,user-4725,2026-06-12T11:30:55.314Z,3,trading_engine,whatsapp,DND
EVT-1781550595314-15768,SIPX-005,user-6432,2026-06-13T11:38:55.314Z,3,trading_engine,email,CAPPED
EVT-1781550595314-15769,RISK-005,user-3613,2026-06-07T11:30:55.314Z,3,trading_engine,whatsapp,FAILED
EVT-1781550595314-15770,TXNX-004,user-1083,2026-06-03T19:09:55.314Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595314-15771,TXNX-002,user-3996,2026-06-04T13:48:55.314Z,2,trading_engine,email,DELIVERED
EVT-1781550595314-15772,REGX-002,user-4222,2026-06-13T13:05:55.314Z,3,trading_engine,email,CAPPED
EVT-1781550595314-15773,RISK-003,user-1774,2026-06-02T11:02:55.314Z,1,trading_engine,in_app,DELIVERED
EVT-1781550595314-15774,RISK-002,user-4734,2026-06-03T19:09:55.314Z,1,trading_engine,push,DND
EVT-1781550595314-15775,REGX-002,user-7473,2026-06-04T19:09:55.314Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595314-15776,REGX-001,user-9387,2026-06-02T09:27:55.314Z,3,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15777,TXNX-003,user-7773,2026-05-20T19:09:55.314Z,2,trading_engine,sms,DELIVERED
EVT-1781550595314-15778,MKTX-005,user-2631,2026-05-27T09:58:55.314Z,3,trading_engine,email,DELIVERED
EVT-1781550595314-15779,TXNX-003,user-1766,2026-05-29T08:56:55.314Z,2,trading_engine,in_app,DND
EVT-1781550595314-15780,RISK-002,user-28,2026-06-07T19:09:55.314Z,1,trading_engine,email,DELIVERED
EVT-1781550595314-15781,TXNX-002,user-526,2026-06-10T19:09:55.314Z,2,trading_engine,email,DELIVERED
EVT-1781550595314-15782,TXNX-003,user-6527,2026-05-30T10:14:55.314Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15783,MKTX-003,user-3604,2026-06-02T11:08:55.314Z,3,trading_engine,in_app,DND
EVT-1781550595314-15784,SIPX-002,user-6616,2026-05-27T09:16:55.314Z,3,trading_engine,sms,CAPPED
EVT-1781550595314-15785,TXNX-001,user-1658,2026-05-30T10:41:55.314Z,2,trading_engine,sms,CAPPED
EVT-1781550595314-15786,TXNX-004,user-800,2026-06-08T09:52:55.314Z,2,trading_engine,in_app,DELIVERED
EVT-1781550595314-15787,RISK-002,user-7270,2026-06-12T11:35:55.314Z,1,trading_engine,email,DELIVERED
EVT-1781550595314-15788,TXNX-003,user-8625,2026-05-20T08:11:55.314Z,2,trading_engine,email,FAILED
EVT-1781550595314-15789,TXNX-002,user-6070,2026-05-20T08:15:55.314Z,2,trading_engine,whatsapp,DELIVERED
EVT-1781550595314-15790,RISK-004,user-6876,2026-06-06T13:15:55.314Z,3,trading_engine,in_app,DELIVERED
EVT-1781550595314-15791,TXNX-001,user-3411,2026-06-12T08:18:55.314Z,2,trading_engine,in_app,FAILED
EVT-1781550595314-15792,TXNX-003,user-7592,2026-05-22T19:09:55.314Z,2,trading_engine,push,DELIVERED
